eval_date,sector,alpha_k6,alpha_k12,alpha_k18,alpha_k24,alpha_k36
2019-11-30,IBB,0.1367475551214694,0.024903828615285728,-0.08179529478613834,-0.15234853868896858,-0.17485340588865317
2019-12-31,IBB,0.1547787882066476,0.05399370684992422,-0.00705576778159156,-0.18847471169841412,-0.13446388041125068
2020-01-31,IBB,0.13439256392613497,0.17998726050466762,0.03750384173441257,-0.21568169030694295,-0.10222065476525877
2020-02-29,IBB,-0.00603052872097376,0.04930626709280428,-0.03282779813016745,-0.3098554256475141,-0.225477885640485
2020-03-31,IBB,-0.04222139506975997,-0.1093424120396067,-0.12077622516442743,-0.386750284616007,-0.31911531602192356
2020-04-30,IBB,-0.07403649100275189,-0.15561397747671069,-0.22445430427890423,-0.42367540018833516,-0.34590805029112404
2020-05-31,IBB,-0.11184372650618368,-0.21854284990760775,-0.289096093810438,-0.46472857130789946,-0.42190298291817685
2020-06-30,IBB,-0.10078508135672337,-0.16183455598823915,-0.3432534999050617,-0.37129122330794984,-0.4785749412822631
2020-07-31,IBB,0.045594696578532656,-0.0968887221917224,-0.3500742542330779,-0.33343671129683894,-0.41703800056081364
2020-08-31,IBB,0.05533679581377804,-0.02679726940919369,-0.30382489692654036,-0.25310769162024715,-0.3447833516909242
2020-09-30,IBB,-0.06712101696984674,-0.07855483009466746,-0.34452888954624705,-0.23387803012793906,-0.38376019666858685
2020-10-31,IBB,-0.0815774864739588,-0.15041781327615233,-0.34963890918558327,-0.20475241319501292,-0.4208543350651792
2020-11-30,IBB,-0.10669912340142407,-0.1772523673042543,-0.3528848448017158,-0.1997572345039389,-0.4495829848613062
2020-12-31,IBB,-0.06104947463151578,-0.24246841854833834,-0.27050614195122646,-0.1884575872611749,-0.37989518741088335
2021-01-31,IBB,-0.14248341877025505,-0.3956689508116106,-0.3790314078753716,-0.2822079152699264,-0.47666782097261384
2021-02-28,IBB,-0.08213406522297173,-0.3591616927403184,-0.3084444874340252,-0.27478415273328927,-0.4596480465715521
2021-03-31,IBB,-0.011433813124820724,-0.2774078725764003,-0.16675701315809233,-0.20977290398231685,-0.4037967080133348
2021-04-30,IBB,-0.06884032680219354,-0.2680614227116245,-0.12317492672105412,-0.19029407281441335,-0.4123198769908003
2021-05-31,IBB,-0.07055324390283024,-0.2461857214002917,-0.09305811110251483,-0.2033601330105691,-0.3841003703612228
2021-06-30,IBB,-0.18141894391682256,-0.2094566673197107,-0.12740811262965912,-0.31674038529402393,-0.44871108758694034
2021-07-31,IBB,-0.2531855320413555,-0.23654798910511654,-0.13972449649967134,-0.32014927836909124,-0.3714545589455177
2021-08-31,IBB,-0.27702762751734666,-0.22631042221105346,-0.19265008751031754,-0.31798608228173053,-0.40291738681434774
2021-09-30,IBB,-0.2659740594515796,-0.1553232000332716,-0.19833909085749613,-0.3052053665739194,-0.42626732069915396
2021-10-31,IBB,-0.19922109590943093,-0.05433459991886058,-0.12145374601221981,-0.2704365217890269,-0.36977070560226644
2021-11-30,IBB,-0.17563247749746147,-0.022504867199684586,-0.13280688910773886,-0.2723306175570519,-0.39474834851359253
2021-12-31,IBB,-0.028037723402888126,0.05401083128716344,-0.13532144137720137,-0.137426768862545,-0.38043869224995475
2022-01-31,IBB,0.01663754293623898,0.11346103554168419,-0.06696374632773572,-0.08099887016100327,-0.27512083577594526
2022-02-28,IBB,0.0507172053062932,0.08437754000702913,-0.04095845476438387,-0.10048635383123372,-0.2597882913953028
2022-03-31,IBB,0.11065085941830799,0.06763496859408347,-0.0392313071223398,-0.12638883543693447,-0.2670405837804991
2022-04-30,IBB,0.14488649599057035,0.07776734989721112,-0.07121542587959595,-0.14425845427917583,-0.2517929700018905
2022-05-31,IBB,0.15312761029777688,0.04282558838972261,-0.09669814005959043,-0.13791464896093109,-0.3509468200514626
2022-06-30,IBB,0.08204855469005157,-0.10728371797431324,-0.10938904545965689,-0.23925442026722965,-0.45451633029762006
2022-07-31,IBB,0.0968234926054452,-0.0836012892639747,-0.09763641309724225,-0.13490656984040117,-0.3894742955521666
2022-08-31,IBB,0.03366033470073593,-0.09167566007067707,-0.15120355913752692,-0.17660696460329428,-0.38855326127395573
2022-09-30,IBB,-0.04301589082422452,-0.1498821665406478,-0.23703969485524246,-0.27094412066588236,-0.4359258287126804
2022-10-31,IBB,-0.06711914609335923,-0.2161019218701663,-0.2891449502697462,-0.31543610568340585,-0.37321720925295065
2022-11-30,IBB,-0.11030202190805427,-0.24982575035736732,-0.29104225925870797,-0.37224348131390794,-0.2906585959187573
2022-12-31,IBB,-0.1893322726643648,-0.19143760014970845,-0.3213029749572812,-0.4344495235371182,-0.34117246238070287
2023-01-31,IBB,-0.1804247818694199,-0.19445990570268745,-0.23173006244584637,-0.38858187131762945,-0.3091974176927117
2023-02-28,IBB,-0.125335994771413,-0.18486389383826285,-0.2102672993040302,-0.3441658314023319,-0.24002837596389315
2023-03-31,IBB,-0.10686627571642326,-0.19402380403101793,-0.22792822984165784,-0.3346755523745826,-0.2076716269750335
2023-04-30,IBB,-0.14898277577680707,-0.22202580417638695,-0.24831695959004663,-0.3295603198991016,-0.3070928401512083
2023-05-31,IBB,-0.13952372844931304,-0.1807402373506537,-0.26194145940585367,-0.3937724084411852,-0.2789004453695225
2023-06-30,IBB,-0.0021053274853436443,-0.1319707022929164,-0.24511725087275338,-0.3472326123233068,-0.2234262037564776
2023-07-31,IBB,-0.014035123833267549,-0.05130528057642647,-0.20815708944820954,-0.3058730062881919,-0.20541373811960795
2023-08-31,IBB,-0.059527899066849854,-0.08493130453261721,-0.21882983663091893,-0.29687760120327866,-0.21702581475076022
2023-09-30,IBB,-0.08715752831459467,-0.12106195412523457,-0.2278092766581593,-0.2860436621720326,-0.21792893734114627
2023-10-31,IBB,-0.07304302839957988,-0.09933418381323955,-0.18057754412229454,-0.15711528738278435,-0.16694524115979703
2023-11-30,IBB,-0.041216508901340654,-0.12241773095654063,-0.2542486799918722,-0.04083284556139,-0.13937671692020948
2023-12-31,IBB,-0.12986537480757276,-0.24301192338740973,-0.3451272848379632,-0.14973486223099441,-0.22132087627113395
2024-01-31,IBB,-0.03727015674315892,-0.194121965614942,-0.29183788245492437,-0.11473751199002424,-0.1913786142863404
2024-02-29,IBB,-0.02540340546576736,-0.15930193756406907,-0.2373497021364288,-0.0551644821256303,-0.15749791568391036
2024-03-31,IBB,-0.033904425810639904,-0.14065174834356464,-0.19888613385743792,-0.013647822944015564,-0.1307714090265516
2024-04-30,IBB,-0.026291155413659673,-0.10753451572271466,-0.08407225898320447,-0.08506703597482135,-0.09390221276021715
2024-05-31,IBB,-0.08120122205519997,-0.21303217109053152,0.00038366333995065727,-0.09816020801886882,-0.09816020801886882
2024-06-30,IBB,-0.11314654857983697,-0.2152619100303904,-0.01986948742342165,-0.09145550146356118,-0.09145550146356118
2024-07-31,IBB,-0.15685180887178307,-0.25456772571176545,-0.07746735524686532,-0.15410845754318148,-0.15410845754318148
2024-08-31,IBB,-0.13389853209830171,-0.21194629667066145,-0.02976107665986294,-0.132094510218143,-0.132094510218143
2024-09-30,IBB,-0.10674732253292474,-0.16498170804679801,0.02025660286662434,-0.0968669832159117,-0.0968669832159117
2024-10-31,IBB,-0.08124336030905499,-0.0577811035695448,-0.058775880561161675,-0.06761105734655748,-0.06761105734655748
2024-11-30,IBB,-0.13183094903533155,0.08158488539515063,-0.01695898596366885,-0.01695898596366885,-0.01695898596366885
2024-12-31,IBB,-0.10211536145055344,0.09327706115641532,0.021691047116275786,0.021691047116275786,
2025-01-31,IBB,-0.09771591683998238,0.07938445362491775,0.0027433513286015954,0.0027433513286015954,
2025-02-28,IBB,-0.07804776457235973,0.10413745543843878,0.0018040218801587127,0.0018040218801587127,
2025-03-31,IBB,-0.05823438551387328,0.12700392539954908,0.009880339317013043,0.009880339317013043,
2025-04-30,IBB,0.02346225673951019,0.022467479747893315,0.013632302962497511,0.013632302962497511,
2025-05-31,IBB,0.21341583443048218,0.1148719630716627,0.1148719630716627,0.1148719630716627,
2025-06-30,IBB,0.19539242260696876,0.12380640856682923,0.12380640856682923,,
2025-07-31,IBB,0.17710037046490013,0.10045926816858397,0.10045926816858397,,
2025-08-31,IBB,0.1821852200107985,0.07985178645251845,0.07985178645251845,,
2025-09-30,IBB,0.18523831091342235,0.06811472483088632,,,
2025-10-31,IBB,-0.0009947769916168747,-0.009829953777012679,,,
2025-11-30,IBB,-0.09854387135881948,-0.09854387135881948,,,
2025-12-31,IBB,-0.07158601404013953,,,,
2026-01-31,IBB,-0.07664110229631615,,,,
2026-02-28,IBB,-0.10233343355828006,,,,
2026-03-31,IBB,,,,,
2026-04-30,IBB,,,,,
2026-05-31,IBB,,,,,
2007-04-30,ICLN,0.0315335245283005,0.11177454332961609,0.11157515283977308,0.11157515283977308,
2007-05-31,ICLN,0.051919009059539896,0.11538550127885298,0.11392782539155538,0.11392782539155538,
2007-06-30,ICLN,0.0728710100226149,0.11556478930278768,0.11556478930278768,0.11556478930278768,
2007-07-31,ICLN,0.09280651315578131,0.1107956455794156,0.1107956455794156,,
2007-08-31,ICLN,0.0852618044521156,0.0950122507029088,0.0950122507029088,,
2007-09-30,ICLN,0.08360585561181309,0.0881071912884719,0.0881071912884719,,
2007-10-31,ICLN,0.0802410188013156,0.0800416283114726,,,
2007-11-30,ICLN,0.0634664922193131,0.06200881633201549,,,
2007-12-31,ICLN,0.0426937792801728,0.0426937792801728,,,
2008-01-31,ICLN,0.017989132423634303,,,,
2008-02-29,ICLN,0.0097504462507932,,,,
2008-03-31,ICLN,0.0045013356766588,,,,
2008-04-30,ICLN,,,,,
2008-05-31,ICLN,,,,,
2008-06-30,ICLN,,,,,
2010-07-31,ICLN,-0.1900781669177616,-0.3684500987100432,-0.583596793385379,-0.8125960849802545,-1.1884727408849243
2010-08-31,ICLN,-0.19416603029962481,-0.3669790871559362,-0.5901461327035146,-0.817607988986511,-1.1825281906575134
2010-09-30,ICLN,-0.1981410016643178,-0.3633238221189411,-0.5954975453683415,-0.8299828516489482,-1.1819751042471434
2010-10-31,ICLN,-0.19156427794528041,-0.3641957971046856,-0.6032122788172882,-0.8371409962729627,-1.1575897073655241
2010-11-30,ICLN,-0.1891169214830217,-0.3766796254843867,-0.6134144584903678,-0.8433710292485669,-1.1372163370612773
2010-12-31,ICLN,-0.18674547900688238,-0.38491087438128985,-0.6177072586783784,-0.8371706434861882,-1.1134645653917588
2011-01-31,ICLN,-0.17837193179228159,-0.3935186264676173,-0.6225179180624927,-0.8250708418987776,-1.0888961787146991
2011-02-28,ICLN,-0.1728130568563114,-0.39598010240388987,-0.6234419586868862,-0.8174067181153025,-1.0630867324847841
2011-03-31,ICLN,-0.1651828204546233,-0.3973565437040239,-0.6318418499846306,-0.8110363126278881,-1.0399449717343558
2011-04-30,ICLN,-0.1726315191594052,-0.4116480008720078,-0.6455767183276822,-0.8171798654228064,-1.0228209970232756
2011-05-31,ICLN,-0.1875627040013651,-0.4242975370073461,-0.6542541077655453,-0.8193735684048009,-0.9996133575876262
