company_id,investor_name,sector,series_a_date,series_a_qtr,series_b_date,is_silent
c:24342,August Capital,IGV,2010-02-16,2010-03-31,2010-11-02,True
c:2443,Index Ventures,IGV,2008-05-01,2008-06-30,2009-04-08,True
c:246,First Round Capital,IGV,2007-05-01,2007-06-30,2009-10-28,False
c:246,General Catalyst Partners,IGV,2007-05-01,2007-06-30,2009-10-28,False
c:246,First Round Capital,IGV,2007-04-01,2007-06-30,2009-10-28,False
c:24853,Highland Capital Partners,IGV,2010-11-10,2010-12-31,2011-04-22,True
c:24908,Foundation Capital,SOXX,2008-11-18,2008-12-31,2010-03-22,False
c:24923,Polaris Partners,IGV,2008-03-27,2008-03-31,2010-10-19,False
c:24923,North Bridge Venture Partners,IGV,2008-03-27,2008-03-31,2010-10-19,False
c:24967,Index Ventures,XBI,2009-06-02,2009-06-30,2011-02-16,False
c:24988,Kleiner Perkins Caufield & Byers,XBI,2008-01-14,2008-03-31,2009-05-22,True
c:24995,TVM Capital,XBI,2007-09-06,2007-09-30,2009-05-28,False
c:24995,Skyline Ventures,XBI,2007-09-06,2007-09-30,2009-05-28,False
c:24995,Prism Venture Management,XBI,2007-09-06,2007-09-30,2009-05-28,False
c:24995,InterSouth Partners,XBI,2007-09-06,2007-09-30,2009-05-28,False
c:25026,New Enterprise Associates,XBI,2008-03-01,2008-03-31,2010-07-14,False
c:25026,Polaris Partners,XBI,2008-03-01,2008-03-31,2010-07-14,False
c:25026,Alta Partners,XBI,2008-03-01,2008-03-31,2010-07-14,False
c:25094,Intel Capital,IGV,2006-01-01,2006-03-31,2009-10-20,False
c:251,Draper Fisher Jurvetson (DFJ),IGV,2007-07-01,2007-09-30,2008-06-23,True
c:251,Mayfield Fund,IGV,2007-07-01,2007-09-30,2008-06-23,True
c:251,Draper Richards,IGV,2007-07-01,2007-09-30,2008-06-23,True
c:251,Draper Fisher Jurvetson (DFJ),IGV,2007-08-01,2007-09-30,2008-06-23,True
c:251,Draper Richards,IGV,2007-08-01,2007-09-30,2008-06-23,True
c:251,Mayfield Fund,IGV,2007-08-01,2007-09-30,2008-06-23,True
c:2512,Draper Fisher Jurvetson (DFJ),IGV,2008-04-07,2008-06-30,2010-09-28,False
c:25177,T-Venture,IGV,2010-05-01,2010-06-30,2011-09-16,False
c:25195,New Leaf Venture Partners,XBI,2007-08-31,2007-09-30,2009-02-03,False
c:25250,Sequoia Capital,XBI,2008-12-05,2008-12-31,2009-01-07,False
c:25306,Founders Fund,IGV,2012-10-11,2012-12-31,2009-09-14,True
c:25306,SV Angel,IGV,2012-10-11,2012-12-31,2009-09-14,True
c:25306,Chris Dixon,IGV,2012-10-11,2012-12-31,2009-09-14,True
c:25316,Novak Biddle Venture Partners,IGV,2009-06-21,2009-06-30,2010-02-05,False
c:2532,Accel Partners,IGV,2008-09-03,2008-09-30,2011-02-10,False
c:2534,Benchmark,IGV,2008-02-08,2008-03-31,2009-12-02,False
c:25361,Ron Conway,IGV,2009-01-01,2009-03-31,2011-01-04,True
c:25423,InterWest Partners,XBI,2008-04-01,2008-06-30,2008-08-12,False
c:2558,Amicus Capital,IGV,2006-06-01,2006-06-30,2006-12-01,False
c:25600,Bessemer Venture Partners,XBI,2008-10-30,2008-12-31,2010-01-28,True
c:25600,Frazier Healthcare Ventures,XBI,2008-10-30,2008-12-31,2010-01-28,True
c:25747,Highland Capital Partners,IGV,2009-01-19,2009-03-31,2012-01-01,False
c:25827,Canaan Partners,IGV,2009-06-26,2009-06-30,2011-06-08,False
c:25836,Flagship Ventures,XBI,2009-06-25,2009-06-30,2011-04-13,False
c:25836,Flybridge Capital Partners,XBI,2009-06-25,2009-06-30,2011-04-13,False
c:25836,Polaris Partners,XBI,2009-06-25,2009-06-30,2011-04-13,False
c:258847,Matrix Partners,IGV,2012-05-08,2012-06-30,2013-08-27,False
c:26000,New Enterprise Associates,XBI,2007-08-20,2007-09-30,2009-06-29,False
c:26002,Accel Partners,IGV,2007-11-01,2007-12-31,2009-06-30,False
c:26002,Greylock Partners,IGV,2007-11-01,2007-12-31,2009-06-30,False
c:2605,Draper Fisher Jurvetson (DFJ),IGV,2007-03-08,2007-03-31,2010-01-12,False
c:2605,Draper Richards,IGV,2007-03-08,2007-03-31,2010-01-12,True
c:262,Shasta Ventures,IGV,2007-04-17,2007-06-30,2008-06-01,False
c:26250,ARCH Venture Partners,SOXX,2007-07-16,2007-09-30,2009-06-09,False
c:26250,InterSouth Partners,SOXX,2007-07-16,2007-09-30,2009-06-09,False
c:2626,Bessemer Venture Partners,IGV,2007-07-30,2007-09-30,2008-10-14,False
c:26368,Lightspeed Venture Partners,IGV,2009-07-02,2009-09-30,2009-10-30,True
c:2638,Lightspeed Venture Partners,IGV,2008-02-25,2008-03-31,2009-02-11,False
c:26565,Bessemer Venture Partners,SOXX,2007-09-27,2007-09-30,2009-04-27,False
c:26567,Kleiner Perkins Caufield & Byers,IGV,2006-07-28,2006-09-30,2010-11-30,False
c:26574,Battery Ventures,IGV,2009-09-14,2009-09-30,2012-05-29,False
c:26574,Battery Ventures,IGV,2010-09-16,2010-09-30,2012-05-29,False
c:26729,Frazier Healthcare Ventures,XBI,2007-03-05,2007-03-31,2009-05-05,False
c:26729,Alta Partners,XBI,2007-03-05,2007-03-31,2009-05-05,False
c:26729,Three Arch Partners,XBI,2007-03-05,2007-03-31,2009-05-05,False
c:2683,Hummer Winblad Venture Partners,IGV,2007-12-31,2007-12-31,2009-07-20,False
c:2691,Bessemer Venture Partners,IGV,2007-09-01,2007-09-30,2008-04-11,False
c:2691,General Catalyst Partners,IGV,2007-09-01,2007-09-30,2008-04-11,False
c:27057,Sequoia Capital,IGV,2009-10-24,2009-12-31,2011-01-10,False
c:27057,Felicis Ventures,IGV,2009-10-24,2009-12-31,2011-01-10,False
c:27057,Ron Conway,IGV,2009-10-24,2009-12-31,2011-01-10,True
c:27145,Accel Partners,IGV,2009-01-01,2009-03-31,2011-04-01,False
c:27145,Accel Partners,IGV,2010-04-01,2010-06-30,2011-04-01,False
c:27145,Andreessen Horowitz,IGV,2010-04-01,2010-06-30,2011-04-01,False
c:273843,Intel Capital,IGV,2012-10-01,2012-12-31,2013-10-27,False
c:27385,New Enterprise Associates,XBI,2007-11-15,2007-12-31,2009-08-06,False
c:27406,Battery Ventures,IGV,2013-03-12,2013-03-31,2013-12-10,False
c:274141,Accel Partners,XBI,2010-01-01,2010-03-31,2013-10-24,False
c:27433,Kleiner Perkins Caufield & Byers,IGV,2009-07-14,2009-09-30,2010-07-14,False
c:27433,SV Angel,IGV,2009-07-14,2009-09-30,2010-07-14,False
c:27433,Kleiner Perkins Caufield & Byers,IGV,2010-01-01,2010-03-31,2010-07-14,False
c:27545,Draper Fisher Jurvetson (DFJ),SOXX,2007-09-06,2007-09-30,2009-12-18,False
c:27545,Draper Fisher Jurvetson (DFJ),SOXX,2007-06-05,2007-06-30,2009-12-18,False
c:27559,Austin Ventures,IGV,2006-07-05,2006-09-30,2007-05-01,False
c:27559,North Bridge Venture Partners,IGV,2006-07-05,2006-09-30,2007-05-01,False
c:27741,Novak Biddle Venture Partners,IGV,2006-08-01,2006-09-30,2008-10-07,False
c:27883,Accel Partners,IGV,2006-09-21,2006-09-30,2010-08-26,False
c:27891,Atlas Venture,IGV,2007-04-26,2007-06-30,2008-07-10,False
c:280,Benchmark,IGV,2007-06-01,2007-06-30,2008-05-30,False
c:28034,Matrix Partners,SOXX,2008-08-20,2008-09-30,2010-04-21,False
c:280556,Trinity Ventures,IGV,2013-04-04,2013-06-30,2013-09-05,False
c:280556,Lightspeed Venture Partners,IGV,2013-04-04,2013-06-30,2013-09-05,False
c:2808,Greycroft Partners,IGV,2008-07-01,2008-09-30,2008-09-09,False
c:28109,Kleiner Perkins Caufield & Byers,XBI,2007-01-05,2007-03-31,2010-01-27,False
c:28193,Sequoia Capital,IGV,2010-05-24,2010-06-30,2011-06-09,False
c:28287,Amicus Capital,IGV,2010-03-19,2010-03-31,2011-11-18,True
c:28302,Matrix Partners,IGV,2009-07-20,2009-09-30,2011-11-08,False
c:28369,Venrock,XBI,2007-05-23,2007-06-30,2008-01-03,False
c:28369,Polaris Partners,XBI,2007-05-23,2007-06-30,2008-01-03,False
c:283920,Qualcomm Ventures,IGV,2012-11-12,2012-12-31,2013-12-03,True
c:28465,Intel Capital,SOXX,2007-07-30,2007-09-30,2009-07-29,False
c:28468,Draper Fisher Jurvetson (DFJ),IGV,2009-07-29,2009-09-30,2011-09-26,False
c:28482,US Venture Partners,SOXX,2008-10-03,2008-12-31,2010-10-13,False
c:28484,Flagship Ventures,SOXX,2007-11-07,2007-12-31,2009-08-01,False
c:28658,First Round Capital,IGV,2009-08-14,2009-09-30,2011-06-14,False
c:28718,Andreessen Horowitz,IGV,2009-11-24,2009-12-31,2012-07-23,False
c:28718,Benchmark,IGV,2009-11-24,2009-12-31,2012-07-23,False
c:28720,First Round Capital,XBI,2009-08-03,2009-09-30,2011-10-12,False
c:28720,SV Angel,XBI,2009-08-03,2009-09-30,2011-10-12,True
c:28720,Felicis Ventures,XBI,2009-08-03,2009-09-30,2011-10-12,False
c:2902,Austin Ventures,IGV,2007-01-01,2007-03-31,2008-03-18,False
c:29051,SoftTech VC,IGV,2009-12-08,2009-12-31,2012-01-17,False
c:29051,Foundry Group,IGV,2010-04-20,2010-06-30,2012-01-17,False
c:29051,Highway 12 Ventures,IGV,2010-04-20,2010-06-30,2012-01-17,False
c:29051,Founders Fund,IGV,2010-04-20,2010-06-30,2012-01-17,True
c:29051,SoftTech VC,IGV,2010-04-20,2010-06-30,2012-01-17,False
c:29051,500 Startups,IGV,2010-04-20,2010-06-30,2012-01-17,False
c:29051,Techstars,IGV,2010-04-20,2010-06-30,2012-01-17,False
c:29184,Andreessen Horowitz,IGV,2009-12-23,2009-12-31,2010-08-19,False
c:29184,First Round Capital,IGV,2009-12-23,2009-12-31,2010-08-19,True
c:29184,Ron Conway,IGV,2009-12-23,2009-12-31,2010-08-19,True
c:2925,Greycroft Partners,IGV,2009-12-01,2009-12-31,2007-01-31,False
c:2925,Draper Fisher Jurvetson (DFJ),IGV,2009-12-01,2009-12-31,2007-01-31,False
c:29361,Accel Partners,IGV,2006-09-07,2006-09-30,2007-07-20,False
c:29361,Atlas Venture,IGV,2006-09-07,2006-09-30,2007-07-20,False
c:29365,Benchmark,IGV,2006-04-18,2006-06-30,2009-08-10,False
c:29369,Kleiner Perkins Caufield & Byers,XBI,2009-08-06,2009-09-30,2013-06-26,False
c:29369,TVM Capital,XBI,2009-08-06,2009-09-30,2013-06-26,False
c:29383,InterWest Partners,IGV,2009-08-11,2009-09-30,2010-10-26,False
c:2942,The Accelerator Group,IGV,2009-12-17,2009-12-31,2011-11-11,True
c:29587,New Cycle Capital,SOXX,2007-08-01,2007-09-30,2008-12-29,True
c:29618,First Round Capital,IGV,2009-02-19,2009-03-31,2011-06-29,False
c:29618,Ron Conway,IGV,2009-02-19,2009-03-31,2011-06-29,True
c:29618,Andreessen Horowitz,IGV,2009-09-01,2009-09-30,2011-06-29,False
c:29618,First Round Capital,IGV,2009-09-01,2009-09-30,2011-06-29,False
c:29618,SV Angel,IGV,2009-09-01,2009-09-30,2011-06-29,False
c:2966,Draper Fisher Jurvetson (DFJ),IGV,2006-10-01,2006-12-31,2007-06-02,False
c:29778,Mohr Davidow Ventures,IGV,2008-08-01,2008-09-30,2010-09-22,False
c:29834,Sequoia Capital,IGV,2008-03-01,2008-03-31,2009-08-01,False
c:29834,Storm Ventures,IGV,2008-03-01,2008-03-31,2009-08-01,False
c:29914,Greylock Partners,IGV,2007-11-15,2007-12-31,2009-08-18,False
c:29914,Madrona Venture Group,IGV,2007-11-15,2007-12-31,2009-08-18,False
c:29914,Shasta Ventures,IGV,2007-11-15,2007-12-31,2009-08-18,False
c:29930,Highland Capital Partners,IGV,2010-07-09,2010-09-30,2011-11-09,False
c:29930,BDC Venture Capital,IGV,2010-07-09,2010-09-30,2011-11-09,False
c:29974,Greylock Partners,IGV,2009-08-19,2009-09-30,2011-08-23,False
c:30230,Kleiner Perkins Caufield & Byers,SOXX,2006-10-12,2006-12-31,2007-09-19,False
c:30562,RRE Ventures,IGV,2009-08-28,2009-09-30,2011-02-15,False
c:30701,.406 Ventures,SOXX,2008-06-03,2008-06-30,2009-08-31,False
c:30800,Matrix Partners,IGV,2007-11-01,2007-12-31,2008-11-10,False
c:30814,Accel Partners,IGV,2010-04-01,2010-06-30,2011-07-12,False
c:30834,Benchmark,IGV,2009-09-15,2009-09-30,2010-02-18,False
c:3092,Prism Venture Management,IGV,2006-12-20,2006-12-31,2007-07-31,True
c:30939,North Bridge Venture Partners,IGV,2007-06-01,2007-06-30,2009-02-17,False
c:31038,Draper Fisher Jurvetson (DFJ),IGV,2010-11-12,2010-12-31,2013-03-05,True
c:31038,500 Startups,IGV,2010-11-12,2010-12-31,2013-03-05,True
c:31038,Draper Fisher Jurvetson (DFJ),IGV,2011-09-01,2011-09-30,2013-03-05,True
c:31124,Andreessen Horowitz,IGV,2010-02-12,2010-03-31,2011-08-01,False
c:31124,SV Angel,IGV,2010-02-12,2010-03-31,2011-08-01,True
c:31142,Intel Capital,IGV,2010-05-02,2010-06-30,2011-07-07,False
c:31142,Columbia Capital,IGV,2011-02-02,2011-03-31,2011-07-07,False
c:31142,Intel Capital,IGV,2011-02-02,2011-03-31,2011-07-07,False
c:31142,Noro-Moseley Partners,IGV,2011-02-02,2011-03-31,2011-07-07,False
c:31143,Bezos Expeditions,IGV,2009-08-21,2009-09-30,2010-11-30,False
c:31158,500 Startups,IGV,2010-03-29,2010-03-31,2010-11-30,True
c:3126,Benchmark,IGV,2008-03-13,2008-03-31,2008-10-28,False
c:31285,Alta Partners,XBI,2007-08-15,2007-09-30,2008-07-27,False
c:31591,500 Startups,IGV,2011-10-12,2011-12-31,2012-12-07,True
c:316,Bessemer Venture Partners,IGV,2006-03-01,2006-03-31,2006-12-01,True
c:316,SV Angel,IGV,2006-03-01,2006-03-31,2006-12-01,True
c:31660,Forbion Capital Partners,XBI,2010-02-11,2010-03-31,2011-12-01,False
c:31660,Erasmus MC Biomedical Fund,XBI,2010-02-11,2010-03-31,2011-12-01,False
c:31683,Austin Ventures,IGV,2007-01-01,2007-03-31,2008-03-01,False
c:31683,Shasta Ventures,IGV,2007-01-01,2007-03-31,2008-03-01,False
c:3178,Hummer Winblad Venture Partners,IGV,2007-08-15,2007-09-30,2008-08-05,False
c:31804,Intel Capital,IGV,2011-09-26,2011-09-30,2013-06-18,False
c:31804,Norwest Venture Partners,IGV,2011-09-26,2011-09-30,2013-06-18,False
c:3182,Hummer Winblad Venture Partners,IGV,2007-11-07,2007-12-31,2008-12-08,True
c:3187,Hummer Winblad Venture Partners,IGV,2006-12-05,2006-12-31,2008-08-18,True
c:319,Madrona Venture Group,IGV,2013-12-04,2013-12-31,2008-04-14,False
c:320,Alloy Ventures,IGV,2006-12-01,2006-12-31,2008-03-20,False
c:32052,Novartis Venture Fund,XBI,2009-09-15,2009-09-30,2011-04-26,False
c:3208,First Round Capital,IGV,2008-03-01,2008-03-31,2008-11-03,False
c:32297,Flagship Ventures,IGV,2006-01-17,2006-03-31,2007-10-24,False
c:32416,Draper Fisher Jurvetson (DFJ),IGV,2007-01-01,2007-03-31,2007-07-01,False
c:32421,Spark Capital,IGV,2009-09-23,2009-09-30,2010-11-17,False
c:32475,BlueRun Ventures,IGV,2008-03-01,2008-03-31,2010-12-08,False
c:32504,InterSouth Partners,XBI,2007-06-07,2007-06-30,2009-07-07,False
c:32573,Flagship Ventures,XBI,2007-03-01,2007-03-31,2007-10-09,False
c:32738,SR One,XBI,2013-09-04,2013-09-30,2010-09-09,False
c:32738,Kleiner Perkins Caufield & Byers,XBI,2013-09-04,2013-09-30,2010-09-09,False
c:32738,MPM Capital,XBI,2013-09-04,2013-09-30,2010-09-09,False
c:32767,Austin Ventures,SOXX,2007-07-30,2007-09-30,2009-08-28,False
c:32767,North Bridge Venture Partners,SOXX,2007-07-30,2007-09-30,2009-08-28,False
c:32950,Venrock,SOXX,2007-10-30,2007-12-31,2009-09-30,False
c:32950,RRE Ventures,SOXX,2007-10-30,2007-12-31,2009-09-30,False
c:33090,General Catalyst Partners,IGV,2008-12-01,2008-12-31,2009-05-01,True
c:33090,Highland Capital Partners,IGV,2008-12-01,2008-12-31,2009-05-01,True
c:33198,Accel Partners,IGV,2009-10-05,2009-12-31,2011-11-01,False
c:33209,ATA Ventures,IGV,2011-05-25,2011-06-30,2012-02-23,False
c:33416,Redpoint Ventures,IGV,2010-10-01,2010-12-31,2012-01-24,True
c:336,SV Angel,IGV,2006-01-01,2006-03-31,2007-07-01,True
c:33869,Draper Fisher Jurvetson (DFJ),IGV,2009-09-21,2009-09-30,2011-06-09,True
c:339,Union Square Ventures,IGV,2007-10-01,2007-12-31,2009-12-08,False
c:339,Union Square Ventures,IGV,2008-05-19,2008-06-30,2009-12-08,False
c:339,Union Square Ventures,IGV,2008-12-15,2008-12-31,2009-12-08,False
c:34,Novak Biddle Venture Partners,IGV,2006-05-01,2006-06-30,2007-02-01,False
c:34073,500 Startups,IGV,2010-08-30,2010-09-30,2011-05-26,False
c:34149,Index Ventures,IGV,2011-04-05,2011-06-30,2011-11-21,False
c:34199,5AM Ventures,XBI,2009-10-01,2009-12-31,2012-12-04,False
c:34239,Accel Partners,IGV,2011-09-21,2011-09-30,2012-06-19,False
c:34239,Felicis Ventures,IGV,2011-09-21,2011-09-30,2012-06-19,True
c:34268,Intel Capital,IGV,2008-01-22,2008-03-31,2009-10-20,False
c:34275,North Bridge Venture Partners,IGV,2009-10-01,2009-12-31,2010-02-23,False
c:34397,Index Ventures,IGV,2009-07-14,2009-09-30,2011-03-16,True
c:34607,Google Ventures,IGV,2011-11-17,2011-12-31,2012-04-30,False
c:34607,First Round Capital,IGV,2011-11-17,2011-12-31,2012-04-30,False
c:34633,Foundry Group,IGV,2009-05-13,2009-06-30,2010-12-21,True
c:34987,Lightspeed Venture Partners,IGV,2009-11-02,2009-12-31,2008-04-09,True
c:35,First Round Capital,IGV,2007-06-01,2007-06-30,2008-01-01,False
c:35007,Bessemer Venture Partners,IGV,2009-11-03,2009-12-31,2011-06-23,False
c:35041,First Round Capital,IGV,2009-11-01,2009-12-31,2011-06-02,False
c:35331,Foundry Group,IGV,2009-11-06,2009-12-31,2010-06-01,False
c:35597,Polaris Partners,XBI,2009-03-11,2009-03-31,2009-11-02,False
c:35667,Bezos Expeditions,IGV,2009-11-12,2009-12-31,2011-02-15,False
c:35848,Google Ventures,IGV,2010-12-29,2010-12-31,2011-12-01,False
c:35863,ARCH Venture Partners,XBI,2007-11-29,2007-12-31,2011-05-05,False
c:35863,Polaris Partners,XBI,2007-11-29,2007-12-31,2011-05-05,False
c:35863,Venrock,XBI,2007-11-29,2007-12-31,2011-05-05,False
c:35870,Index Ventures,IGV,2010-05-01,2010-06-30,2013-05-21,False
c:35870,Greylock Partners,IGV,2010-05-01,2010-06-30,2013-05-21,False
c:35870,First Round Capital,IGV,2010-05-01,2010-06-30,2013-05-21,False
c:35870,SV Angel,IGV,2010-05-01,2010-06-30,2013-05-21,True
c:36151,Polaris Partners,IGV,2009-11-19,2009-12-31,2010-04-27,False
c:3634,SV Angel,IGV,2007-07-01,2007-09-30,2008-08-05,True
c:36466,Goldman Sachs,SOXX,2009-11-24,2009-12-31,2010-04-21,True
c:36491,Venrock,IGV,2009-11-25,2009-12-31,2011-07-12,False
c:365,Mission Ventures,IGV,2007-12-19,2007-12-31,2009-04-09,False
c:365,Intel Capital,IGV,2007-12-19,2007-12-31,2009-04-09,False
c:36544,Canaan Partners,SOXX,2007-01-01,2007-03-31,2008-07-01,False
c:36582,Johnson & Johnson Development Corporation,XBI,2006-04-19,2006-06-30,2009-06-29,False
c:36587,New Enterprise Associates,XBI,2008-03-31,2008-03-31,2009-11-16,False
c:36587,Delphi Ventures,XBI,2008-03-31,2008-03-31,2009-11-16,False
c:36636,Trinity Ventures,IGV,2009-12-01,2009-12-31,2011-03-10,False
c:36689,MP Healthcare Venture Management,XBI,2010-11-29,2010-12-31,2013-12-09,False
c:36689,Novartis Venture Fund,XBI,2010-11-29,2010-12-31,2013-12-09,False
c:3670,Benchmark,IGV,2008-03-27,2008-03-31,2008-10-28,False
c:36759,Madrona Venture Group,IGV,2010-03-03,2010-03-31,2011-05-25,False
c:36827,Shasta Ventures,IGV,2010-11-09,2010-12-31,2011-07-09,False
c:36827,First Round Capital,IGV,2010-11-09,2010-12-31,2011-07-09,False
c:36827,SoftTech VC,IGV,2010-11-09,2010-12-31,2011-07-09,False
c:36827,Felicis Ventures,IGV,2010-11-09,2010-12-31,2011-07-09,True
c:36827,Tom McInerney,IGV,2010-11-09,2010-12-31,2011-07-09,False
c:36934,Highland Capital Partners,IGV,2008-02-01,2008-03-31,2009-11-24,False
c:36934,North Bridge Venture Partners,IGV,2008-02-01,2008-03-31,2009-11-24,False
c:37046,Greycroft Partners,IGV,2010-07-06,2010-09-30,2011-10-17,False
c:37046,ff Venture Capital,IGV,2010-07-06,2010-09-30,2011-10-17,False
c:37046,Paige Craig,IGV,2010-07-06,2010-09-30,2011-10-17,False
c:37241,North Bridge Venture Partners,XBI,2009-12-09,2009-12-31,2011-06-28,False
c:37345,Spark Capital,IGV,2012-05-01,2012-06-30,2013-11-19,False
c:37441,Highland Capital Partners,XBI,2007-09-12,2007-09-30,2010-09-28,False
c:37683,Atlas Venture,XBI,2009-12-14,2009-12-31,2012-02-28,False
c:37683,Bessemer Venture Partners,XBI,2009-12-14,2009-12-31,2012-02-28,True
c:37789,North Bridge Venture Partners,IGV,2009-12-14,2009-12-31,2010-12-20,False
c:37789,Sigma Partners,IGV,2009-12-14,2009-12-31,2010-12-20,False
c:37817,Bessemer Venture Partners,IGV,2010-05-28,2010-06-30,2011-10-06,False
c:37817,SV Angel,IGV,2010-05-28,2010-06-30,2011-10-06,True
c:37819,Commonwealth Capital Ventures,IGV,2008-02-08,2008-03-31,2010-09-09,True
c:37826,Matrix Partners,IGV,2010-01-20,2010-03-31,2010-07-06,False
c:3790,Leapfrog Ventures,IGV,2007-07-25,2007-09-30,2006-02-02,False
c:37902,Hummer Winblad Venture Partners,IGV,2008-08-01,2008-09-30,2009-12-16,False
c:37912,General Catalyst Partners,IGV,2009-12-15,2009-12-31,2012-03-05,True
c:37982,Johnson & Johnson Development Corporation,XBI,2007-08-14,2007-09-30,2009-12-16,False
c:38,Atomico,IGV,2007-07-01,2007-09-30,2007-12-01,True
c:38,Draper Fisher Jurvetson (DFJ),IGV,2007-07-01,2007-09-30,2007-12-01,False
c:38,Draper Richards,IGV,2007-07-01,2007-09-30,2007-12-01,True
c:38053,NIF SMBC Ventures,XBI,2007-02-21,2007-03-31,2008-02-01,False
c:38053,Japan Asia Investment,XBI,2007-02-21,2007-03-31,2008-02-01,False
c:38053,Jafco Ventures,XBI,2007-02-21,2007-03-31,2008-02-01,True
c:38053,Yasuda Enterprise Development,XBI,2007-02-21,2007-03-31,2008-02-01,False
c:38053,New Cycle Capital,XBI,2007-02-21,2007-03-31,2008-02-01,False
c:38053,Fund Creation,XBI,2007-02-21,2007-03-31,2008-02-01,False
c:38237,Morgenthaler Ventures,IGV,2008-02-20,2008-03-31,2013-06-26,False
c:383,Benchmark,IGV,2006-06-01,2006-06-30,2007-03-01,False
c:38430,Madrona Venture Group,IGV,2008-02-13,2008-03-31,2011-06-02,False
c:38473,SV Angel,IGV,2009-12-23,2009-12-31,2010-08-12,True
c:3860,Intel Capital,IGV,2006-04-26,2006-06-30,2008-04-02,False
c:38811,Bessemer Venture Partners,IGV,2010-12-13,2010-12-31,2011-10-17,False
c:38811,Felicis Ventures,IGV,2010-12-13,2010-12-31,2011-10-17,False
c:3891,Polaris Partners,IGV,2009-07-27,2009-09-30,2011-03-01,True
c:38920,Draper Fisher Jurvetson (DFJ),IGV,2008-01-01,2008-03-31,2010-07-14,False
c:39101,Benchmark,IGV,2010-01-05,2010-03-31,2010-05-24,False
c:39169,Benchmark,IGV,2010-03-28,2010-03-31,2012-05-14,True
c:39169,SV Angel,IGV,2010-03-28,2010-03-31,2012-05-14,True
c:3949,Matrix Partners,IGV,2010-04-26,2010-06-30,2007-02-01,True
c:3950,Sequoia Capital,IGV,2008-01-01,2008-03-31,2009-03-11,False
c:39571,First Round Capital,IGV,2010-08-03,2010-09-30,2011-03-10,False
c:39571,SoftTech VC,IGV,2010-08-03,2010-09-30,2011-03-10,True
c:39706,New Atlantic Ventures,IGV,2011-04-12,2011-06-30,2012-05-24,False
c:39743,General Catalyst Partners,IGV,2009-10-16,2009-12-31,2013-04-25,False
c:39751,Sigma Partners,IGV,2006-08-21,2006-09-30,2007-08-29,True
c:39807,Matrix Partners,IGV,2009-12-12,2009-12-31,2010-02-01,False
c:39965,BlueRun Ventures,IGV,2009-07-01,2009-09-30,2011-04-28,False
c:39965,Founders Fund,IGV,2009-07-01,2009-09-30,2011-04-28,False
c:40159,Matrix Partners,IGV,2010-12-06,2010-12-31,2011-07-01,False
c:40159,Trinity Ventures,IGV,2010-12-06,2010-12-31,2011-07-01,False
c:40211,SV Life Sciences,XBI,2011-12-13,2011-12-31,2013-11-14,False
c:40211,Clarus Ventures,XBI,2011-12-13,2011-12-31,2013-11-14,False
c:40211,Advanced Technology Ventures,XBI,2011-12-13,2011-12-31,2013-11-14,False
c:40268,.406 Ventures,IGV,2010-06-08,2010-06-30,2012-04-12,False
c:40417,Canaan Partners,XBI,2010-01-21,2010-03-31,2012-01-04,False
c:40417,Canaan Partners,XBI,2011-09-26,2011-09-30,2012-01-04,False
c:40417,Mesa Verde Venture Partners,XBI,2011-09-26,2011-09-30,2012-01-04,False
c:40667,Battery Ventures,IGV,2011-03-21,2011-03-31,2013-02-27,True
c:40667,RRE Ventures,IGV,2011-03-21,2011-03-31,2013-02-27,False
c:40667,Battery Ventures,IGV,2011-11-02,2011-12-31,2013-02-27,True
c:40667,DFJ Gotham Ventures,IGV,2011-11-02,2011-12-31,2013-02-27,False
c:40667,RRE Ventures,IGV,2011-11-02,2011-12-31,2013-02-27,False
c:40872,Sequoia Capital,IGV,2010-08-20,2010-09-30,2011-03-01,False
c:40872,Felicis Ventures,IGV,2010-08-20,2010-09-30,2011-03-01,False
c:40954,Mohr Davidow Ventures,IGV,2011-01-05,2011-03-31,2011-08-31,False
c:4099,Greylock Partners,IGV,2007-05-07,2007-06-30,2009-05-01,False
c:4099,Greylock Partners,IGV,2008-02-01,2008-03-31,2009-05-01,False
c:4106,Amicus Capital,IGV,2007-05-01,2007-06-30,2009-05-01,True
c:41181,Khosla Ventures,IGV,2010-02-01,2010-03-31,2012-06-27,False
c:41236,Menlo Ventures,IGV,2010-09-16,2010-09-30,2011-08-01,False
c:41236,True Ventures,IGV,2010-09-16,2010-09-30,2011-08-01,False
c:41484,Index Ventures,IGV,2009-06-01,2009-06-30,2010-09-13,False
c:41567,Greycroft Partners,IGV,2012-03-15,2012-03-31,2012-12-20,False
c:41573,General Catalyst Partners,IGV,2010-09-07,2010-09-30,2011-09-08,False
c:41593,First Round Capital,IGV,2010-09-01,2010-09-30,2011-08-10,True
c:41593,SV Angel,IGV,2010-09-01,2010-09-30,2011-08-10,True
c:41593,500 Startups,IGV,2010-09-01,2010-09-30,2011-08-10,True
c:41614,Battery Ventures,IGV,2010-02-09,2010-03-31,2013-10-03,False
c:4185,Venrock,IGV,2008-02-15,2008-03-31,2010-07-22,False
c:42053,Index Ventures,IGV,2010-11-01,2010-12-31,2012-04-16,False
c:42053,First Round Capital,IGV,2010-11-01,2010-12-31,2012-04-16,True
c:42053,Founders Fund,IGV,2010-11-01,2010-12-31,2012-04-16,True
