investor,deg_in,deg_out,betweenness,eigenvector,out_deg_wt,tps,portfolio_size,rank_deg_out,rank_betweenness,rank_eigenvector,rank_tps,rank_divergence
Jim Larrison,0.0,0.0036363636363636364,0.0,6.450860072587633e-20,2.6204,0.4943263760188586,1.0,319,644,931,75,244
Thomas Layton,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,1.7322,0.4900176850352763,2.0,575,644,931,76,499
Reid Hoffman,0.01,0.0027272727272727275,0.004579021795245898,0.034902851115016766,1.9491,0.4805792415771756,28.0,429,93,95,77,352
Matt Gilbert,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,2.2266,0.4780836625142634,1.0,429,644,931,78,351
Doug Lebda,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,1.6758,0.4779790663478926,1.0,429,644,931,79,350
Bob Pasker,0.0,0.00909090909090909,0.0,6.450860072587633e-20,8.049,0.4756069531043521,6.0,83,644,931,80,3
Brian Shin,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,1.618,0.4676295521933208,1.0,575,644,931,81,494
MkII Ventures,0.0,0.004545454545454545,0.0,6.450860072587633e-20,2.6305,0.4667674886188149,1.0,250,644,931,82,168
SeriesG,0.0,0.004545454545454545,0.0,6.450860072587633e-20,2.6305,0.4667674886188149,1.0,250,644,931,82,168
Bruce Dunlevie,0.0,0.01090909090909091,0.0,6.450860072587633e-20,3.3456,0.4509161817169496,1.0,56,644,931,84,28
Tom Keller,0.0,0.005454545454545455,0.0,6.450860072587633e-20,3.1878,0.4505597133384841,2.0,192,644,931,85,107
The Contrarian Group,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,0.7944,0.449755035460347,2.0,575,644,931,86,489
TDFunds,0.0,0.004545454545454545,0.0,6.450860072587633e-20,2.872,0.4421228258967267,1.0,250,644,931,87,163
Blue Lagoon Capital,0.0,0.004545454545454545,0.0,6.450860072587633e-20,2.872,0.4421228258967267,1.0,250,644,931,87,163
Marc Andreessen,0.0,0.012727272727272728,0.0,6.450860072587633e-20,4.4266,0.4360198793415263,20.0,39,644,931,89,50
James Altucher,0.0,0.004545454545454545,0.0,6.450860072587633e-20,4.1495,0.4315454710745578,4.0,250,644,931,90,160
Red Hat,0.0018181818181818182,0.004545454545454545,0.0,0.005912332657005614,3.8600000000000003,0.4308166447368277,2.0,250,644,313,91,159
Saar Gur,0.0,0.006363636363636364,0.0,6.450860072587633e-20,4.0173,0.4132888856143363,3.0,144,644,931,92,52
Kevin Hartz,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.8619,0.4128130404686884,8.0,710,644,931,93,617
Salil Deshpande,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,2.3994,0.4119231606558259,3.0,429,644,931,94,335
Ben Narasin,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,2.3994,0.4119231606558259,3.0,429,644,931,94,335
Venky Harinarayan,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,1.4084,0.4094349118885792,5.0,575,644,931,96,479
Justin Yoshimura,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,2.2266,0.4031475563087263,2.0,429,644,931,97,332
Chris Dixon,0.004545454545454545,0.004545454545454545,0.000493816075957891,0.023122400815464374,3.4275,0.3985401446671837,18.0,250,161,138,98,152
Thomas Falks,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.8569,0.3975898565318067,1.0,710,644,931,99,611
John Vincent,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.8569,0.3975898565318067,1.0,710,644,931,99,611
Charles Moldow,0.0,0.01,0.0,6.450860072587633e-20,5.2369,0.3947846753804367,4.0,70,644,931,101,31
Elon Musk,0.0,0.006363636363636364,0.0,6.450860072587633e-20,5.5482,0.3905291156586002,4.0,144,644,931,102,42
Nirav Tolia,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,2.3295,0.3816366760705691,3.0,429,644,931,103,326
Thrive Capital,0.004545454545454545,0.007272727272727273,0.001155978541446881,0.006504225738859349,5.2485,0.3742289891085205,19.0,119,140,304,104,15
Howard Lindzon,0.0,0.004545454545454545,0.0,6.450860072587633e-20,4.1495,0.3737718419790656,10.0,250,644,931,105,145
Mark Goines,0.0,0.005454545454545455,0.0,6.450860072587633e-20,4.542,0.3731675195915863,5.0,192,644,931,106,86
O'Reilly AlphaTech Ventures,0.004545454545454545,0.0036363636363636364,0.0011110861709052546,0.015200944866700386,2.5272,0.3657255610627755,22.0,319,144,199,107,212
