investor,deg_in,deg_out,betweenness,eigenvector,out_deg_wt,tps,portfolio_size,rank_deg_out,rank_betweenness,rank_eigenvector,rank_tps,rank_divergence
eonBusiness,0.0,0.008181818181818182,0.0,6.450860072587633e-20,7.005599999999999,0.204835852601324,4.0,99,644,931,189,90
AOL,0.0018181818181818182,0.0,0.0,0.021527189091088774,0.0,0.2019556913015752,4.0,934,644,145,190,744
IA Ventures,0.007272727272727273,0.0018181818181818182,0.0,0.043904450491606455,1.509,0.2000731683589403,29.0,575,644,63,191,384
Jeff Lunsford,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.8569,0.1987949282659033,2.0,710,644,931,192,518
Shasta Ventures,0.04,0.016363636363636365,0.044368626218640815,0.37120728326352403,14.114799999999999,0.1986557219484691,73.0,30,6,1,193,163
Dan Rose,0.0,0.005454545454545455,0.0,6.450860072587633e-20,3.4836,0.1986479049748702,5.0,192,644,931,194,2
Timothy Draper,0.004545454545454545,0.017272727272727273,0.003883190051850688,0.0035342444222260395,10.3502,0.1986109314024258,21.0,26,99,371,195,169
Angeleno Group,0.0009090909090909091,0.0018181818181818182,0.0,7.738580760277577e-19,1.2218,0.1982799122939725,4.0,575,644,733,196,379
Chamath Palihapitiya,0.0018181818181818182,0.0036363636363636364,0.0,0.003289678792300477,2.4376,0.1970670489761931,12.0,319,644,386,197,122
Atiq Raza,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,2.1422999999999996,0.1965215076011049,1.0,429,644,931,198,231
Quest Venture Partners,0.0,0.0036363636363636364,0.0,6.450860072587633e-20,2.694,0.1959856454406667,13.0,319,644,931,199,120
David Wu,0.0,0.0036363636363636364,0.0,6.450860072587633e-20,3.1104000000000003,0.1951583838289013,5.0,319,644,931,200,119
Brad Garlinghouse,0.0009090909090909091,0.005454545454545455,0.0,0.0010525168465963391,3.2531,0.1934743495714207,10.0,192,644,465,201,9
Worldview Technology Partners,0.0018181818181818182,0.0018181818181818182,0.0,0.00019539545517640764,0.879,0.1920619841269587,10.0,575,644,522,202,373
Genacast Ventures,0.0,0.004545454545454545,0.0,6.450860072587633e-20,2.021,0.1909821577235967,6.0,250,644,931,203,47
Neu Venture Capital,0.007272727272727273,0.0018181818181818182,0.0,0.043904450491606455,1.509,0.1903406858676519,11.0,575,644,63,204,371
Matt Mullenweg,0.007272727272727273,0.005454545454545455,0.005241184260734888,0.001556728405833004,3.1878,0.1892409614320382,14.0,192,87,440,205,13
Harrison Metal Capital,0.0018181818181818182,0.0027272727272727275,0.0,0.00801683368869872,1.6443,0.1885301410820397,35.0,429,644,279,206,223
Village Ventures,0.004545454545454545,0.00909090909090909,0.004702475814235371,0.03388976271629804,7.2368999999999994,0.1868015256190235,31.0,83,91,99,207,124
Union Square Ventures,0.017272727272727273,0.01090909090909091,0.009764090592803754,0.0532058327203975,9.0947,0.1843184978249822,52.0,56,56,48,208,152
Richmond Global,0.0018181818181818182,0.0036363636363636364,0.0,0.013173591668332083,2.7256,0.1833536078896326,4.0,319,644,224,209,110
Omidyar Network,0.01,0.004545454545454545,0.0004601467980516711,0.04797606316895038,2.9937,0.1832784628031809,24.0,250,164,55,210,40
Creandum,0.0009090909090909091,0.005454545454545455,0.0,0.014327329290422885,4.9224,0.1828048006306492,13.0,192,644,211,211,19
Baseline Ventures,0.01818181818181818,0.014545454545454545,0.026924199232340466,0.06482957397376105,8.5708,0.1825037009721137,52.0,34,18,34,212,178
Long River Ventures,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,1.5762,0.1818248429854579,7.0,575,644,931,213,362
Founders Fund,0.019090909090909092,0.016363636363636365,0.014932324751408498,0.059777117867892735,13.867,0.17994864473942,63.0,30,32,39,214,184
Ribbit Capital,0.007272727272727273,0.0027272727272727275,0.003299589234809544,0.017333533858561977,2.343,0.1789583082701507,5.0,429,112,180,215,214
"Mike Maples, Sr.",0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.7088,0.1785505139735443,1.0,710,644,931,216,494
Matt Ocko,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,1.4973,0.1783752867393494,10.0,429,644,931,217,212
Shlomo Kramer,0.0009090909090909091,0.0018181818181818182,0.0,0.0004886479745826156,0.9604,0.1782136622865102,5.0,575,644,490,218,357
Lerer Ventures,0.004545454545454545,0.007272727272727273,0.001155978541446881,0.006504225738859349,5.2485,0.1774480988181361,80.0,119,140,304,219,100
e.ventures,0.0027272727272727275,0.005454545454545455,0.00023568494534353886,0.018490278304248303,4.1334,0.1771101158830054,32.0,192,176,167,220,28
MentorTech Ventures,0.0018181818181818182,0.0018181818181818182,0.0,6.023415415850862e-11,1.244,0.1765336296954474,12.0,575,644,574,221,354
Signia Venture Partners,0.0,0.0036363636363636364,0.0,6.450860072587633e-20,2.6204,0.1755581244072749,17.0,319,644,931,222,97
Turner Broadcasting,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,1.9605,0.1745029589174761,2.0,429,644,931,223,206
Founder's Co-op,0.0036363636363636364,0.0027272727272727275,0.0,0.056346174343915735,2.502,0.1734603775898373,12.0,429,644,43,224,205
Silicon Valley Bank,0.006363636363636364,0.0027272727272727275,0.00010100783371865952,0.0362767757339284,2.5062,0.173374057637167,14.0,429,183,87,225,204
IndoUS Venture Partners,0.0009090909090909091,0.0018181818181818182,0.0,0.0033980905210787985,1.3232,0.173291329829345,9.0,575,644,379,226,349
Dave Morin,0.0,0.0036363636363636364,0.0,6.450860072587633e-20,3.1086,0.1728514044729485,19.0,319,644,931,227,92
Blacksmith Capital,0.0009090909090909091,0.0018181818181818182,0.0,0.004408935555765738,1.7842,0.1714052662336404,3.0,575,644,347,228,347
BLH Venture Partners,0.0036363636363636364,0.0036363636363636364,0.0,0.013769381027196787,3.2416,0.1706090628708917,3.0,319,644,218,229,90
ComVentures,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,2.2119,0.1702461574985348,8.0,429,644,931,230,199
Helion Venture Partners,0.0018181818181818182,0.0,0.0,0.0019390493713947023,0.0,0.1687864565884613,17.0,934,644,427,231,703
Marc Friend,0.0,0.005454545454545455,0.0,6.450860072587633e-20,3.267,0.1676832560539707,1.0,192,644,931,233,41
Brian Goffman,0.0,0.005454545454545455,0.0,6.450860072587633e-20,3.267,0.1676832560539707,1.0,192,644,931,233,41
Alan Axelrod,0.0,0.005454545454545455,0.0,6.450860072587633e-20,3.267,0.1676832560539707,1.0,192,644,931,233,41
David Niu,0.0,0.005454545454545455,0.0,6.450860072587633e-20,3.267,0.1676832560539707,1.0,192,644,931,233,41
Spring Mountain Capital,0.0009090909090909091,0.0018181818181818182,0.0,0.006843095893591383,1.7026,0.1675313063479246,3.0,575,644,299,236,339
European Founders Fund,0.004545454545454545,0.0036363636363636364,0.00011223092635406613,0.0034609483467617627,2.7032,0.1673462749213271,12.0,319,182,375,237,82
Wilson Sonsini Goodrich & Rosati,0.0018181818181818182,0.005454545454545455,0.000493816075957891,0.005451166774939447,3.228,0.1644381417058088,9.0,192,161,324,238,46
Mantucket Partners,0.0009090909090909091,0.0027272727272727275,0.0,0.0001110586326678403,2.4072,0.1638365640652988,1.0,429,644,541,239,190
Ali Partovi,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.8333,0.1629820210791542,9.0,710,644,931,240,470
Outfitter Ventures,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,1.2856,0.1626232710719851,1.0,575,644,931,241,334
Allen & Company,0.004545454545454545,0.0,0.0,0.0051280356298988375,0.0,0.1605611627092213,23.0,934,644,334,242,692
Bessemer Venture Partners,0.042727272727272725,0.019090909090909092,0.052434288792619695,0.1748596180751014,14.3175,0.1605163633014774,99.0,18,5,6,243,225
"Consigliere Brand Capital, LLC",0.0,0.0027272727272727275,0.0,6.450860072587633e-20,1.6758,0.1593263554492975,3.0,429,644,931,244,185
Catamount Ventures,0.0009090909090909091,0.0018181818181818182,0.0,2.7866587175926883e-16,1.1842,0.1566645916413303,10.0,575,644,638,245,330
Founder Collective,0.0,0.01,0.0,6.450860072587633e-20,5.0105,0.1566610120725041,74.0,70,644,931,246,176
Jason Kiefer,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,2.016,0.1564292425698791,1.0,429,644,931,247,182
John Cunningham,0.005454545454545455,0.004545454545454545,0.0,0.007870833299482037,2.7225,0.1546427998375783,2.0,250,644,284,248,2
The Accelerator Group,0.008181818181818182,0.008181818181818182,0.0008192857623846827,0.03974984505972077,4.2516,0.1542671369280586,8.0,99,149,73,249,150
SK Ventures,0.00909090909090909,0.007272727272727273,0.0,0.011725695424407896,6.2272,0.15284975101855,5.0,119,644,236,250,131
Monashees Capital,0.0027272727272727275,0.0027272727272727275,0.0,0.007276066935461513,2.343,0.1520952799649428,14.0,429,644,294,251,178
Indian Angel Network,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,1.322,0.1511764059745055,3.0,575,644,931,252,323
Rose Tech Ventures,0.004545454545454545,0.006363636363636364,0.0005274853538641108,0.04686387652606678,4.4926,0.1504504700405368,18.0,144,160,57,253,109
Andy Rachleff,0.0,0.01090909090909091,0.0,6.450860072587633e-20,3.3456,0.1503053939056498,3.0,56,644,931,254,198
Frazier Technology Ventures,0.0009090909090909091,0.0018181818181818182,0.0,0.00027101245654249386,0.4022,0.1500255016544937,9.0,575,644,514,255,320
SRI International,0.0018181818181818182,0.0036363636363636364,0.0,0.00491246354569973,2.8632,0.1499795932361753,3.0,319,644,337,256,63
David Tisch,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,2.016,0.1492307114634617,34.0,429,644,931,257,172
Brian McClendon,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.741,0.1485212926888563,3.0,710,644,931,258,452
Hudson Ventures,0.0018181818181818182,0.006363636363636364,5.6115463177033065e-05,0.0019411793206025737,4.4122,0.143812093184582,3.0,144,186,426,259,115
Index Ventures,0.046363636363636364,0.022727272727272728,0.055385962155731626,0.15658679326561092,18.1819,0.1424863793554018,134.0,10,4,11,260,250
SoftTech VC,0.014545454545454545,0.01090909090909091,0.003784052733571263,0.16076927907228786,9.8265,0.1419966113003388,68.0,56,100,10,261,205
David Cohen,0.012727272727272728,0.01818181818181818,0.011305395314732928,0.024383204682606414,18.4054,0.1419764226551965,34.0,21,49,133,262,241
Jeff Bezos,0.016363636363636365,0.0,0.0,0.03194336144901024,0.0,0.1418714004540537,11.0,934,644,107,263,671
Spring Mill Venture Partners,0.0018181818181818182,0.0027272727272727275,0.0,0.0001924246365042471,2.3895,0.1389402397922182,3.0,429,644,524,264,165
FF Angel LLC,0.0,0.01818181818181818,0.0,6.450860072587633e-20,9.5705,0.1376403975167796,16.0,21,644,931,265,244
Dawntreader Ventures,0.0027272727272727275,0.0027272727272727275,0.0,0.00200356229075819,2.2746,0.1356882998514822,4.0,429,644,419,266,163
Focus Ventures,0.0009090909090909091,0.0,0.0,8.177497279616442e-19,0.0,0.1345051070460821,3.0,934,644,729,267,667
fbFund,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.5796,0.1344656383907734,2.0,710,644,931,268,442
Sherpalo Ventures,0.005454545454545455,0.0,0.0,0.0657572790521806,0.0,0.134148491781409,21.0,934,644,33,269,665
Accelerator Ventures,0.0,0.0036363636363636364,0.0,6.450860072587633e-20,2.6616,0.1334968453733266,15.0,319,644,931,270,49
Spark Capital,0.014545454545454545,0.012727272727272728,0.007474579695180804,0.03629453394209457,8.5257,0.1329166195009498,63.0,39,66,86,271,232
Various,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,0.5906,0.1328520756113732,1.0,575,644,931,272,303
New York City Investment Fund,0.0027272727272727275,0.0,0.0,0.0066410940237466905,0.0,0.1326328221732381,8.0,934,644,301,273,661
Windward Ventures,0.0036363636363636364,0.0027272727272727275,0.0,0.01909213829601133,2.0274,0.1315623593838509,4.0,429,644,164,274,155
Individual Investors,0.0018181818181818182,0.0018181818181818182,0.0,0.007696960145634885,1.3058,0.1312386166959556,2.0,575,644,287,275,300
Integral Capital Partners,0.0036363636363636364,0.0027272727272727275,0.00041525442751004466,0.026467394791226822,2.1459,0.130029505927664,11.0,429,167,124,276,153
Andreessen Horowitz,0.023636363636363636,0.03,0.034168705528495436,0.1198526319684385,24.698,0.129830742815337,106.0,6,12,17,277,271
Contour Venture Partners,0.0018181818181818182,0.005454545454545455,0.0002918004085205719,0.02850122502384359,4.4742,0.1295177643935462,24.0,192,173,118,278,86
Clearstone Venture Partners,0.0036363636363636364,0.007272727272727273,0.010291575946667865,0.024030507752314117,5.7362,0.1291336788406383,21.0,119,53,134,279,160
Madrona Venture Group,0.02,0.017272727272727273,0.01685708513838073,0.12961417523888624,14.6446,0.1280873965858208,54.0,26,29,14,280,254
Borealis Ventures,0.0036363636363636364,0.004545454545454545,0.014343112388049651,0.0003558663404463429,2.5119,0.1280336093244294,10.0,250,36,506,281,31
Elad Gil,0.004545454545454545,0.0,0.0,0.023122400815464374,0.0,0.1279542908412472,9.0,934,644,138,282,652
Montlake Capital,0.0018181818181818182,0.0027272727272727275,0.0,0.011685293315265088,2.223,0.1273275433653393,3.0,429,644,238,283,146
Eric Schmidt,0.0027272727272727275,0.0018181818181818182,0.0,0.02089433959046252,1.3832,0.1267407999504743,4.0,575,644,150,284,291
Jerusalem Venture Partners,0.0009090909090909091,0.0027272727272727275,0.0,0.00050162606147431,1.8753,0.1265739698385702,16.0,429,644,488,285,144
Cue Ball,0.006363636363636364,0.006363636363636364,0.0,0.009573592434677265,4.766299999999999,0.1256216521121604,5.0,144,644,258,286,142
Lightspeed Venture Partners,0.022727272727272728,0.02090909090909091,0.029864649502816996,0.1310381250416625,18.453,0.1252501688043744,112.0,14,15,13,287,273
Clean Pacific Ventures,0.0027272727272727275,0.005454545454545455,0.0011223092635406612,3.98717361728753e-05,3.4496,0.124901045255958,6.0,192,143,546,288,96
Kleiner Perkins Caufield & Byers,0.017272727272727273,0.01090909090909091,0.019410338712935737,0.07492433410833681,8.0882,0.1245281273273819,149.0,56,23,29,289,233
QED Investors,0.005454545454545455,0.00909090909090909,0.005622769410338713,0.018033484607253823,5.276400000000001,0.1227069976700177,22.0,83,82,175,290,207
Hadi Partovi,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.8333,0.1222365158093657,12.0,710,644,931,291,419
Avalon Ventures,0.0018181818181818182,0.007272727272727273,0.0036587281991425557,0.011157336807868557,3.5073999999999996,0.1216556489927542,35.0,119,102,243,292,173
Foundry Group,0.028181818181818183,0.019090909090909092,0.03638713683942746,0.0950722101952792,14.1256,0.1216014567184918,54.0,18,10,22,293,275
FirstMark Capital,0.0036363636363636364,0.005454545454545455,0.0023905187313416087,0.04023350922055017,4.1805,0.1197929656412197,41.0,192,122,72,294,102
Raymond D. Croghan,0.0,0.005454545454545455,0.0,6.450860072587633e-20,1.6854,0.119169105206425,1.0,192,644,931,295,103
BlueStream Ventures,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,1.5214,0.1189300971090913,3.0,575,644,931,296,279
Blue Chip Venture Company,0.0036363636363636364,0.005454545454545455,0.00021323876007272566,0.0019736998522654485,3.7689,0.1185904155848218,9.0,192,179,421,297,105
WPP,0.0,0.005454545454545455,0.0,6.450860072587633e-20,3.4836,0.1178873220568839,10.0,192,644,931,298,106
Data Collective,0.02,0.005454545454545455,0.0033781508832573903,0.028048682697232877,3.5128000000000004,0.1174618012347458,36.0,192,111,119,299,107
Accel Partners,0.04181818181818182,0.038181818181818185,0.07030145226818703,0.17334352805423153,30.6636,0.1174027969478802,184.0,3,3,8,300,297
Prism Venture Management,0.005454545454545455,0.011818181818181818,0.0073174563982851114,0.008108934336693664,9.0703,0.116116968400351,21.0,45,67,277,301,256
NYC Seed,0.0,0.004545454545454545,0.0,6.450860072587633e-20,2.021,0.1157240960182586,10.0,250,644,931,302,52
Josh Kopelman,0.01,0.0,0.0,0.034902851115016766,0.0,0.1151793621962645,8.0,934,644,95,303,631
Gemini Israel ventures,0.0036363636363636364,0.008181818181818182,0.011952593656708043,0.009123376031130065,5.2051,0.1150933584968428,28.0,99,46,267,304,205
In-Q-Tel,0.00909090909090909,0.006363636363636364,0.013557495903571188,0.01931983705321009,4.1891,0.1150690206943104,19.0,144,39,161,305,161
Portview Communications Partners,0.0027272727272727275,0.0036363636363636364,0.0,0.00014948909774372023,2.0132,0.1147090744094593,3.0,319,644,533,306,13
Bay Partners,0.01818181818181818,0.01,0.013624834459383627,0.06854778447308281,6.6376,0.1146453258596467,34.0,70,38,31,307,237
Inventus Capital Partners,0.004545454545454545,0.0036363636363636364,0.0,1.4137878601663239e-15,2.7976,0.1146368132570887,16.0,319,644,607,308,11
XSeed Capital,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,1.4084,0.1144635384978408,16.0,575,644,931,309,266
Khosla Ventures,0.016363636363636365,0.011818181818181818,0.009584521110637248,0.11163602887425653,8.4208,0.1142295044444757,109.0,45,57,18,310,265
Institutional Venture Partners,0.0027272727272727275,0.007272727272727273,0.0033949855222105,0.010231063588976025,4.5324,0.1137271248904165,15.0,119,110,252,311,192
New Atlantic Ventures,0.005454545454545455,0.004545454545454545,0.0037821822181320288,0.037529072262496216,3.4529,0.1136513687368407,28.0,250,101,79,312,62
Summerhill Venture Partners,0.0027272727272727275,0.005454545454545455,0.000347915871697605,0.005184247404592963,3.9273000000000002,0.1121666151923231,8.0,192,171,332,313,121
Scott Banister,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.8619,0.1117638731499583,29.0,710,644,931,314,396
Walt Winshall,0.00909090909090909,0.007272727272727273,0.0,0.011725695424407896,6.2272,0.1114551308248383,7.0,119,644,236,315,196
Flybridge Capital Partners,0.01,0.00909090909090909,0.008563219680815245,0.03751411290867315,8.0094,0.1107023393323066,50.0,83,62,80,316,233
Charles River Ventures,0.006363636363636364,0.02090909090909091,0.009281497609481269,0.036828246763028344,17.991600000000002,0.1105475145375198,88.0,14,59,83,317,303
Greylock Partners,0.05909090909090909,0.02,0.03848398464680928,0.25198462537474614,15.8581,0.110227742497256,117.0,16,8,3,318,302
Tekton Ventures,0.005454545454545455,0.008181818181818182,0.0,0.0055102149685820655,4.2516,0.1098826757860031,8.0,99,644,323,319,220
Alex Karakozoff,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,1.9667999999999999,0.1091348305656217,1.0,429,644,931,320,109
G-51 Capital,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,1.6048,0.1088786644592164,3.0,575,644,931,321,254
Transmedia Capital,0.0,0.005454545454545455,0.0,6.450860072587633e-20,3.4836,0.1084551467721356,14.0,192,644,931,322,130
Pejman Nozad,0.0,0.005454545454545455,0.0,6.450860072587633e-20,4.462,0.1075440408946796,11.0,192,644,931,323,131
Lighthouse Capital Partners,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,1.7222,0.1073872520284724,6.0,575,644,931,324,251
Norwest Venture Partners,0.02090909090909091,0.01818181818181818,0.03628425849026958,0.08612550349736277,14.2685,0.1065845052978951,67.0,21,11,25,325,304
Kalaari Capital,0.0009090909090909091,0.0018181818181818182,0.0,1.4134694075564272e-15,1.2522,0.1051956242158634,6.0,575,644,608,326,249
Chess Ventures,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,1.6056,0.1050289746761297,2.0,429,644,931,327,102
Flagship Ventures,0.0036363636363636364,0.008181818181818182,0.005869677448317658,0.005962999828708638,6.2148,0.1048825719463913,33.0,99,79,311,328,229
Hummer Winblad Venture Partners,0.011818181818181818,0.023636363636363636,0.01235662499158268,0.0038604735393861192,17.9852,0.1042676932707322,43.0,8,42,361,329,321
Techstars,0.00909090909090909,0.006363636363636364,0.0015394342064899403,0.025773668200506247,4.6725,0.1039306280179313,10.0,144,136,125,330,186
Cardinal Venture Capital,0.0036363636363636364,0.007272727272727273,0.002929227177841126,0.004026477867373121,5.3755999999999995,0.1036021264389485,9.0,119,117,357,331,212
Napkn Ventures,0.0027272727272727275,0.0027272727272727275,0.0,0.007276066935461513,2.343,0.1030974090254813,1.0,429,644,294,332,97
Hillsven Capital,0.006363636363636364,0.006363636363636364,0.0,0.009573592434677265,4.766299999999999,0.1030553114024712,8.0,144,644,258,333,189
Columbia Capital,0.01,0.008181818181818182,0.010650714911000876,0.03200079587099007,5.5384,0.1029730998403117,27.0,99,52,105,334,235
Sequoia Capital,0.02181818181818182,0.025454545454545455,0.02857960539606294,0.05530336645840033,18.1318,0.1028562674843587,194.0,7,16,45,335,328
Needham Capital Partners,0.0018181818181818182,0.0027272727272727275,0.0,2.5749972893868884e-05,1.8147,0.1027164145746312,2.0,429,644,548,336,93
Spark Ventures,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.6074,0.1021634408188316,7.0,710,644,931,337,373
Sevin Rosen Funds,0.0018181818181818182,0.0027272727272727275,0.0,0.023032324272468735,2.4816000000000003,0.1020320971879179,25.0,429,644,140,338,91
Battery Ventures,0.02909090909090909,0.008181818181818182,0.025251958429664878,0.09164482250858176,5.7023,0.1014121588400818,98.0,99,19,23,339,240
Opus Capital,0.006363636363636364,0.006363636363636364,0.0017283562658526185,0.028613665343122964,2.9642,0.1009510167178571,28.0,144,129,116,340,196
Salesforce,0.007272727272727273,0.0036363636363636364,0.0008754012255617158,0.00850267136954861,2.6561,0.1003376209700765,18.0,319,148,271,341,22
GrandBanks Capital,0.0036363636363636364,0.0027272727272727275,0.0,0.004144375949085105,1.2993000000000001,0.1003190806438516,15.0,429,644,356,342,87
Redpoint Ventures,0.011818181818181818,0.01090909090909091,0.005544207761890867,0.0821180703974311,8.4378,0.0998134958555203,103.0,56,85,27,343,287
Hearst Ventures,0.0018181818181818182,0.0,0.0,0.021527189091088774,0.0,0.0996537312276159,19.0,934,644,145,344,590
Javelin Venture Partners,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.5796,0.0995870709123887,20.0,710,644,931,345,365
RTP Ventures,0.0018181818181818182,0.0027272727272727275,0.0,0.007756578308257691,2.0587,0.0994332110879467,5.0,429,644,286,346,83
Noro-Moseley Partners,0.004545454545454545,0.004545454545454545,0.0002918004085205719,0.027295528529086628,3.61,0.0993269819206299,10.0,250,173,122,347,97
Trinity Ventures,0.02909090909090909,0.017272727272727273,0.03406208614845907,0.12262497573955662,14.3505,0.0989909770827472,81.0,26,13,15,348,322
Google Ventures,0.016363636363636365,0.007272727272727273,0.009898767704428633,0.031377114392946916,4.3696,0.0989750036807067,93.0,119,55,110,349,230
True Ventures,0.005454545454545455,0.013636363636363636,0.0045004601467980515,0.003967629403851404,13.0082,0.0985871254740601,92.0,35,94,358,350,315
ff Venture Capital,0.007272727272727273,0.008181818181818182,0.0,0.009573592434677265,5.5668,0.0980571602290027,40.0,99,644,258,351,252
Morgenthaler Ventures,0.01,0.01,0.006183924042109044,0.012081874331753856,7.5432,0.0970318139673338,46.0,70,78,229,352,282
General Catalyst Partners,0.015454545454545455,0.02090909090909091,0.01839464882943144,0.06270257051383912,16.8362,0.0966642082406022,103.0,14,26,35,353,339
Josh James,0.0,0.0018181818181818182,0.0,6.450860072587633e-20,1.7668,0.0965429797063391,3.0,575,644,931,354,221
Sutter Hill Ventures,0.0027272727272727275,0.005454545454545455,0.0014253327646966399,0.015158463613297746,4.0504,0.0961722529461906,36.0,192,139,200,355,163
Giza Venture Capital,0.0036363636363636364,0.006363636363636364,0.006756301766514781,0.00719382973662084,3.2857000000000003,0.095921479178901,20.0,144,71,297,356,212
EPIC Ventures,0.006363636363636364,0.008181818181818182,0.005128953334380822,0.011934191894024282,6.3048,0.0958856414045233,17.0,99,89,233,357,258
Fluke Venture Partners,0.004545454545454545,0.0027272727272727275,0.001099863078269848,0.01178690599254486,2.223,0.0954956575240045,4.0,429,145,235,358,71
Lightbank,0.0009090909090909091,0.0027272727272727275,0.0,6.788756123189774e-19,2.1018,0.094678353990466,24.0,429,644,747,359,70
Valhalla Partners,0.01,0.016363636363636365,0.027878162106350027,0.055370885469642146,11.7848,0.0942284043126973,31.0,30,17,44,360,330
Sigma Partners,0.01090909090909091,0.01090909090909091,0.009275886063163565,0.06121279001028702,8.3026,0.0938292718598982,53.0,56,60,37,361,305
Azure Capital Partners,0.007272727272727273,0.0027272727272727275,6.733855581243968e-05,0.0012410619228032977,2.4072,0.093550915538176,21.0,429,185,460,362,67
Josh Coates,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,2.1422999999999996,0.0929444475124466,1.0,429,644,931,363,66
SK Telecom Ventures,0.0,0.0036363636363636364,0.0,6.450860072587633e-20,2.8263999999999996,0.0927354233478621,8.0,319,644,931,364,45
TomorrowVentures,0.0018181818181818182,0.004545454545454545,0.0,0.0009505291572312749,2.6305,0.0927292220003343,23.0,250,644,472,365,115
Leapfrog Ventures,0.006363636363636364,0.0027272727272727275,0.0021885030639042895,0.004205753698443796,1.7248,0.0919318356402441,16.0,429,124,352,366,63
Fidelity Ventures,0.01,0.0036363636363636364,0.003535274180153083,0.07958439740390735,3.0776,0.0896750645477633,18.0,319,107,28,367,48
Covera Ventures,0.004545454545454545,0.004545454545454545,0.003148077484231555,0.005343181841529315,4.1054,0.0886898771988317,9.0,250,114,326,368,118
Horizon Ventures,0.0018181818181818182,0.0,0.0,0.015625024712865997,0.0,0.0882574164801063,7.0,934,644,194,369,565
Garage Technology Ventures,0.0018181818181818182,0.006363636363636364,0.0011335323561760678,0.00032382337200740296,3.638,0.0881854014714773,12.0,144,142,512,370,226
Adobe Ventures,0.0009090909090909091,0.0009090909090909091,0.0,0.0001948710128238799,0.6313,0.087835695142066,6.0,710,644,523,371,339
Outaouais Regional Solidarity Fund,0.0009090909090909091,0.0027272727272727275,0.0,6.0897409257241775e-19,1.4066999999999998,0.0870162857938288,1.0,429,644,750,372,57
Insight Venture Partners,0.0018181818181818182,0.0027272727272727275,0.0,0.02101177683252825,2.1072,0.0869965792238186,19.0,429,644,149,373,56
August Capital,0.008181818181818182,0.012727272727272728,0.004399452313079392,0.017567981889907453,10.0952,0.0868534849142371,40.0,39,96,178,374,335
RRE Ventures,0.012727272727272728,0.005454545454545455,0.0017844717290296515,0.0720738562190033,4.4756,0.0866976155226316,85.0,192,128,30,375,183
Amidzad Partners,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,1.7049,0.0865565494462938,8.0,429,644,931,376,53
Warburg Pincus,0.0018181818181818182,0.0,0.0,1.1088512395972333e-18,0.0,0.0864456929612034,7.0,934,644,710,377,557
Victory Park Capital,0.004545454545454545,0.0018181818181818182,0.00048259298332248437,0.019388598858990552,1.8454,0.0856969244977509,2.0,575,163,160,378,197
Claremont Creek Ventures,0.005454545454545455,0.004545454545454545,0.0,0.00046313964396056385,2.9514,0.0854593262102152,22.0,250,644,491,379,129
Bend Venture Conference,0.0,0.0009090909090909091,0.0,6.450860072587633e-20,0.4512,0.0854236781920143,1.0,710,644,931,380,330
New Enterprise Associates,0.03090909090909091,0.017272727272727273,0.021598841776840027,0.22184906083334333,16.0715,0.0853848076355623,172.0,26,20,5,381,355
Storm Ventures,0.006363636363636364,0.012727272727272728,0.009584521110637248,0.0056742552401049424,9.3681,0.085100020315762,34.0,39,57,322,382,343
Teldat Group,0.0,0.0027272727272727275,0.0,6.450860072587633e-20,1.8417,0.0850810253859589,1.0,429,644,931,383,46
500 Startups,0.02181818181818182,0.01818181818181818,0.01624916762062954,0.05887869618896347,14.8902,0.0847376905463175,103.0,21,31,41,384,363
Greycroft Partners,0.022727272727272728,0.017272727272727273,0.021525891674709884,0.05498365832390091,13.5792,0.0843897285530736,73.0,26,21,46,385,359
Authosis Ventures,0.0018181818181818182,0.0036363636363636364,0.0,0.0009295916794159919,1.2048,0.0843480437920887,1.0,319,644,473,386,67
