eval_date,sector,ssi,ssi_dumb,n_entrants,mean_tps_pit,max_tps_pit,n_top_tier,ipd_spread_days,swarm_investors,alpha_k12,alpha_k24,alpha_k6,alpha_k18,alpha_k36,retmom_alpha_k12,retmom_alpha_k24,retmom_alpha_k6,retmom_alpha_k18,retmom_alpha_k36,log_deal_volume,ssi_norm
2006-06-30,XBI,0.36575349,74.0,74,0.03184,1.030955,3,178.0,Finlombarda Gestioni SGR|Saturn Partners|WI Harper Group|Frazier Healthcare Ventures|RBC Venture Partners|Principia  SGR|Delphi Ventures|Novo Ventures|The Vertical Group|State Street Global Investments|Kramer Capital Partners|LaunchCyte|Latterell Venture Partners|Amkey Ventures|Pfizer Strategic Investments|RK Ventures Group|Lilly Ventures|BioAdvance|Forward Ventures|New Leaf Venture Partners|Stonehenge Capital|BB Biotech Ventures|First Analysis|Ventech|Atlas Venture|Sevin Rosen Funds|OH Beteiligungen|The Trelys Funds|The Aurora Funds|DH Capital|Bayern Kapital|CQVB|Investissement Quebec|HealthCare Ventures|RCT BioVentures|Morgenthaler Ventures|Sofinnova Ventures|Quester Capital|Sofinnova Partners|Takeda Ventures|Astellas Venture Management|Amphion Innovations|Edmond de Rothschild Venture Capital|Truffle Capital|BEV Capital|Rho Capital Partners|DeNovo Ventures|NeoCarta Ventures|NC IDEA|Wilmington Investor Network|Charleston Angel Partners|Trinity Healthcare Development|NewSpring Capital|Cardinal Health|Osage Venture Partners|T-bolaget|Investor Growth Capital|Trudell Medical|Trellis Bioscience|Z-Cube|Easton Capital|Growth Capital Fund|Janus|Integra Ventures|Masa Life Science Fund|Texas Pacific Group|WRF Capital|High-Tech Gruenderfonds|MIG AG|Brookside Capital|Bain Capital|HamiltonTech Capital Partners|Apax Partners|Masters Capital Nanotechnology,,-0.0004171275470234,,,0.0177648359786319,,,,,,4.31748811353631,0.07838515743724941
2006-06-30,XLF,1.88121659,16.0,16,0.319081,0.851272,4,157.0,Contour Venture Partners|First Round Capital|Village Ventures|Fidelity Ventures|Omidyar Network|Balderton Capital|Bessemer Venture Partners|Wellington Partners|Atlas Venture|Flybridge Capital Partners|GrowthWorks Capital|Skylon Advisors|Tech Capital Partners|VentureLink Diversified Balanced Fund|Altos Ventures|Startup Capital Ventures,-0.0018567344268196,-0.0071497320476258,0.001834672041216,-0.0072843019184078,0.004637641061113,,,,,,2.833213344056216,0.3415904291089943
2006-09-30,FDN,0.28763918,7.0,7,0.12565,0.813027,1,135.0,Founders Fund|Meritech Capital Partners|SV Angel|Redpoint Ventures|IDInvest Partners|Ventech|Shelter Capital Partners,-0.0063860412946363,-5.221360917566972e-05,0.0048928743834088,-0.0014183966593434,0.010886907089423,,,,,,2.0794415416798357,0.040028875869647984
2006-09-30,IGV,0.25146469,89.0,89,0.087762,1.681086,6,177.0,AdmitOne Security|Alco Investment|Benaroya Capital|Adams Capital Management|Sarofim Fayez and Co.|Gould Investments|Chart Venture Partners|AWE net|Elaia Partners|Freeze L.L.C|TNP|Doughty Hanson Technology Ventures|Active Venture Partners|Adara Venture Partners|Enspire Capital|BC Advantage Funds|Bahrain Middle East Bank|High-Tech Gruenderfonds|Industrial and Financial Investments Company|UOB Venture|Jackson Boulevard Capital Management|Safeguard Scientifics|Adena Ventures|Yaletown Venture Partners|Discovery Capital|Eden Ventures|Peter Gabriel|MIG AG|Incubic Venture Fund|S-Venture Capital Dortmund|Clydesdale Ventures|OSEO Innovation|The Angels' Forum|The Halo Fund|FFP Holdings|HSBC Retail Services|Braemar Energy Ventures|Big Bang Ventures|Legend Capital|Lanza TechVentures|Startup Capital Ventures|Spark Capital|Savia Capital|NC IDEA|Boulder Ventures|FirstMark Capital|Lanza Tech Ventures|Crescendo Ventures|University of Utah Endowment|Formative Ventures|BIP Investment Partners|Audiolux|Vivium Life Private Equity|Partners at Venture|Powe Capital Management|Meusinvest|Giza Venture Capital|Humboldt Innovation|Bayern Kapital|S-REFIT Regionaler Finanzierungsfonds fÃÂ¼r Innovationen und Technologieunternehmen|KfW Bankengruppe|Panasonic Ventures|Smart Technology Ventures|Diamondhead Ventures|Panasonic|ABRT Venture Fund|bm-t|Martinson Trigon Venture Partners|Kistefos Venture Capital|ProSeed Venture Capital Fund|Technion Seed|Southern Capitol Ventures|Advanced Technology Ventures|Asus|Pond Ventures|Harbinger Ventures|Conor Venture Partners|Rhone-Alpes Creation|GE Commercial Finance|AllianceBernstein|Decima Ventures|DFJ Tamir Fishman Ventures|Relay Ventures|Einav Hi-Tech Assets|Ofer Hi-Tech|Panorama Capital|ComVentures|Clarendon Fund Managers|Enterprise Equity Limited,-0.0027877632370089,0.006050340973036,-0.0021120299865182,0.0012683353415254,0.0099790168219638,-0.005353365051079,-0.0030349255172086,,,0.0071198317334895,4.499809670330265,0.13580159337087266
2006-09-30,SOXX,1.11688328,14.0,14,0.23447,0.653883,5,128.0,Bessemer Venture Partners|Union Square Ventures|Matrix Partners|First Round Capital|Frontier Management Group|Rose Tech Ventures|Quicksilver Ventures|Rock Creek Capital|Siemens Venture Capital|DFJ Esprit|Sutter Hill Ventures|Genesis Partners|Expansion Capital Partners|WHEB Partners,-0.0025036240638955,-0.0142277955978865,-0.0023248132295401,-0.0100677470381443,0.0022212545400997,-0.0071659164072369,-0.0072870818713209,,,-0.011433753184479,2.70805020110221,0.5755457517888141
2006-09-30,XBI,0.36872627,61.0,61,0.217502,3.164407,7,172.0,"NewSpring Capital|Cardinal Health|Osage Venture Partners|T-bolaget|Investor Growth Capital|Trudell Medical|Z-Cube|Easton Capital|Trellis Bioscience|Growth Capital Fund|Integra Ventures|Janus|Masa Life Science Fund|Texas Pacific Group|WRF Capital|High-Tech Gruenderfonds|MIG AG|Brookside Capital|Bain Capital|HamiltonTech Capital Partners|Masters Capital Nanotechnology|Apax Partners|Greylock Partners|QVT Financial|GSK Venture Fund|Tenex Greenhouse Ventures|Altitude Life Science Ventures|Wilson Sonsini Goodrich & Rosati|UCLA Venture Fund|Versant Ventures|Prospect Venture Partners|Spring Bay Ventures|Avalon Ventures|OrbiMed Advisors|Sutter Hill Ventures|Advanced Technology Ventures|BioMedinvest|Clarus Ventures|HBM BioCapital|Queen City Angels|Kentucky Seed Capital Fund|Kentucky Science and Technology corp.|Japan Asia Investment|NIF SMBC Ventures|Nikko Antfactory|KBC|Gimv|Baekeland Funds|Thomas, McNerney & Partners|Life Science Angels|In-Q-Tel|Rona Syndicates|Longworth Venture Partners|NovaQuest|Bio*One Capital|Jafco Ventures|GreatPoint Ventures|Lehman Brothers|QIC BioVentures|Biox Biosciences|Starfish Ventures",,0.0226540204029769,,-0.0071600491737157,0.0135468466707411,,,,,0.0228007469795144,4.127134385045092,0.07913750007354073
2006-09-30,XLF,0.4585121,9.0,9,0.174001,0.962416,2,78.0,Atlas Venture|Flybridge Capital Partners|GrowthWorks Capital|Skylon Advisors|Tech Capital Partners|VentureLink Diversified Balanced Fund|Altos Ventures|Startup Capital Ventures|Timothy Draper,-0.0023922851898337,-0.0054740996640614,-0.0006703206712391,-0.0078405077103255,-0.0054705693544401,,,,,,2.302585092994046,0.06177655449359531
2006-12-31,IGV,0.35348732,91.0,91,0.107939,1.707885,5,171.0,Giza Venture Capital|Humboldt Innovation|KfW Bankengruppe|S-REFIT Regionaler Finanzierungsfonds fÃÂ¼r Innovationen und Technologieunternehmen|Bayern Kapital|Diamondhead Ventures|Panasonic|Panasonic Ventures|Smart Technology Ventures|ABRT Venture Fund|bm-t|Martinson Trigon Venture Partners|Kistefos Venture Capital|ProSeed Venture Capital Fund|Technion Seed|Asus|Pond Ventures|Harbinger Ventures|Southern Capitol Ventures|Advanced Technology Ventures|Conor Venture Partners|Rhone-Alpes Creation|GE Commercial Finance|AllianceBernstein|Decima Ventures|DFJ Tamir Fishman Ventures|Relay Ventures|Ofer Hi-Tech|Einav Hi-Tech Assets|Panorama Capital|ComVentures|Enterprise Equity Limited|Clarendon Fund Managers|Adobe Ventures|Mandelbrot Ventures|Continental Capital|Atiq Raza|Qualcomm Ventures|Marc Benioff|Crosslink Capital|VentureTech Alliance|Ram Shriram|Scale Venture Partners|PacRim Venture Partners|Wavepoint Ventures|Berkshire Ventures LLC|VenGrowth Asset Management|Comcast Ventures|Turner Broadcasting|Elran Technologies|AccÃ¨s Capital|SPL Software|Ascend Technology Ventures|Fonds de solidaritÃ© FTQ|Shoreline Venture Management|GrowthWorks Capital|MCI Management SA|Dunrath Capital|Trilogy Equity Partnership|EXTOREL Management|Hasso Plattner Ventures|Aeneas Ventures|Global Catalyst Partners|Origin Partners|SIDBI Venture Capital|Psilos Group|California Technology Ventures|ZG Ventures|Centennial Ventures|Murphree Venture Partners|Boston Scientific|Juniper Networks|VantagePoint Capital Partners|firstVentury Equity|Caisse de Depot et Placement du Quebec|BayBG|The Argentum Group|Underdog Ventures|First Analysis|VCE Capital Partners|Aurinvest|Steamboat Ventures|Imlay Investments|Osage Partners|Nextstage Capital|Merseyside Special Investment Fund|Van Leer Ventures Jerusalem|Louisiana Technology Innovation Fund|Opus Capital|SIB Innovations|CFH,-0.0030349255172086,0.0071198317334895,,,0.0082330613514378,-0.0021120299865182,0.0012683353415254,,,0.0115075866970507,4.5217885770490405,0.20181548134188945
2006-12-31,SOXX,0.51224482,18.0,18,0.176962,0.795412,5,149.0,Siemens Venture Capital|DFJ Esprit|Sutter Hill Ventures|Genesis Partners|WHEB Partners|Expansion Capital Partners|Band of Angels|Charles River Ventures|SAP Ventures|North Bridge Venture Partners|Draper Associates|SV Angel|Avalon Ventures|Masthead Venture Partners|Founders Fund|O'Reilly AlphaTech Ventures|New Venture Partners|Gimv,-0.0072870818713209,-0.011433753184479,,,0.0111180702049041,-0.0023248132295401,-0.0100677470381443,,,-0.013245830656415,2.9444389791664403,0.2639670011237215
2006-12-31,XBI,4.00738968,82.0,82,0.189363,3.164407,7,154.0,"QVT Financial|Greylock Partners|GSK Venture Fund|Tenex Greenhouse Ventures|Wilson Sonsini Goodrich & Rosati|Versant Ventures|UCLA Venture Fund|Prospect Venture Partners|Altitude Life Science Ventures|Spring Bay Ventures|Avalon Ventures|OrbiMed Advisors|BioMedinvest|Clarus Ventures|Advanced Technology Ventures|HBM BioCapital|Sutter Hill Ventures|Kentucky Science and Technology corp.|Kentucky Seed Capital Fund|Queen City Angels|NIF SMBC Ventures|Japan Asia Investment|Nikko Antfactory|Gimv|KBC|Baekeland Funds|Life Science Angels|Thomas, McNerney & Partners|Rona Syndicates|In-Q-Tel|Longworth Venture Partners|Bio*One Capital|Jafco Ventures|NovaQuest|GreatPoint Ventures|Lehman Brothers|Biox Biosciences|Starfish Ventures|QIC BioVentures|5AM Ventures|NJTC Venture Fund|Jumpstart New Jersey Angel Network|Boston Scientific|Oakwood Medical Investors|Caisse de Depot et Placement du Quebec|CrÃ©dit Agricole Private Equity|ABN AMRO Private Equity|Ardian|Emergent Growth Fund|Yaletown Venture Partners|Advanced Technology Development Center|Unilever Technology Ventures|Growth Works|Gilde IT Fund|Global Life Science Ventures|BioM AG|AAC Capital Partners|Innoven Partners|WS Investments|Morgan Stanley Venture Partners|Avida Group|Alpha Associates|Pound Capital|Omega Funds|Nexus Medical Partners|Merlin Biosciences|Mayflower|Emerging Technology Partners|MediBic Alliance|Tweed Renaissance Investors Capital|Zukunftsfonds Heilbronn|SEED Venture|Gradus Venture|L-EigenkapitalAgentur|Scientific Health Development Partners|NEW Capital Fund|Calvert Research Institute|Wisconsin Investment Partners|Apple Tree Partners|Crabtree Ventures|Advent International|Khosla Ventures",,0.0228007469795144,,,0.0125560210347724,,-0.0071600491737157,,,0.0403287140390251,4.418840607796598,0.9999999999746922
2007-03-31,FDN,1.24509518,5.0,5,0.513245,0.570273,0,0.0,Blue Chip Venture Company|Illinois Ventures|Mercury Fund|Queen City Angels|RPM Ventures,-0.0014183966593434,0.0031235807358345,,,0.0073627744030652,,,,,,1.791759469228055,0.17327180673410703
2007-03-31,IGV,0.88647086,144.0,144,0.12379,1.608529,8,176.0,Adobe Ventures|Mandelbrot Ventures|Continental Capital|Qualcomm Ventures|Crosslink Capital|VentureTech Alliance|Ram Shriram|Atiq Raza|Marc Benioff|Scale Venture Partners|PacRim Venture Partners|VenGrowth Asset Management|Wavepoint Ventures|Berkshire Ventures LLC|Turner Broadcasting|Comcast Ventures|Ascend Technology Ventures|SPL Software|Elran Technologies|Fonds de solidaritÃ© FTQ|AccÃ¨s Capital|GrowthWorks Capital|Shoreline Venture Management|MCI Management SA|Dunrath Capital|Hasso Plattner Ventures|EXTOREL Management|Trilogy Equity Partnership|Aeneas Ventures|Global Catalyst Partners|Origin Partners|SIDBI Venture Capital|Murphree Venture Partners|ZG Ventures|California Technology Ventures|Centennial Ventures|Psilos Group|Boston Scientific|Juniper Networks|VantagePoint Capital Partners|firstVentury Equity|Caisse de Depot et Placement du Quebec|BayBG|The Argentum Group|Underdog Ventures|First Analysis|Steamboat Ventures|VCE Capital Partners|Aurinvest|Imlay Investments|Osage Partners|Nextstage Capital|Merseyside Special Investment Fund|Louisiana Technology Innovation Fund|Van Leer Ventures Jerusalem|Opus Capital|CFH|SIB Innovations|Burch Investment Group|Marie-Christine Balabanian|Sizhao Yang|Mitch Day|Shenzhen Fortune Venture Capital|Virginia Bamford|Shenzhen Capital Group|Marc Andreessen|New York Angels|Eddy Chen|Patricia Jimenez|Romy Maxwell|Reid Hoffman|Myles Kitchen|Armada Investment Group|Eddy Chan|Khosla Ventures|Vik Patel|Ajay Juneja|Geolo Capital|Chuck Arendt|Consumer Electronics Association|Farhad Malek|Amitt Mahajan|G-51 Capital|The Cross Country Group|Jade Wang|John Cheong|Julie Roehm|A Plus Finance|Kaihan Ashtiani|Aurel NextStage Private Equity|SkyLake Incuvest|Steelpoint Capital Partners|SPARK VCT|Synergis Technologies|Wakefield Group|Persistence Partners|.406 Ventures|PhillipCapital|NTT Leasing|Asset Management Company|YFM Private Equity|Paul Pluschkell|PICO|Country Insurance & Financial Services|Illinois Finance Authority|Illinois Ventures|VenGrowth Capital Partners|Alta Berkeley Venture Partners|Working Opportunity Fund|Greycroft Partners|Southern Farm Bureau Life Insurance|Angel Investors LP|BNP Paribas|High Country Venture|Bear Equity|Ariel Poler|Venture Captial Fund of New England|Atomico|SEED Venture Finance|JumpStart|Saar Gur|ProVenture Management|Tom Pinckney|Meakem Becker Venture Capital|Catapult Venture Managers|VI Partners|SPARK VCT 3|Riva y GarcÃÂ­a Private Equity|CREATE Partners|NW Brown Ventures|Calliode|International Finance Corporation|Softbank China Venture Capital|Everbright Investment & Management|GIV Venture Partners|Alignment Capital Group|Wand Partners|Prelude Trust|DFJ Esprit|The Institute for the Promotion of Innovation by Science and Technology in Flanders|Gimv|GIMV ARKIV ICT Fund|BAN Vlaanderen|Garage Technology Ventures Canada,0.0012683353415254,0.0115075866970507,,,0.0056735954623833,-0.0011235293484525,0.0050726560787436,-0.005353365051079,-0.0030349255172086,0.0132395157812513,4.976733742420574,0.5466832396025415
2007-03-31,SOXX,0.63903044,34.0,34,0.149144,1.074277,7,176.0,Band of Angels|Charles River Ventures|North Bridge Venture Partners|SAP Ventures|Draper Associates|Founders Fund|O'Reilly AlphaTech Ventures|Masthead Venture Partners|SV Angel|Avalon Ventures|New Venture Partners|Gimv|SVB India Capital Partners|Canaan Partners|CDC Innovation|I-Source Gestion|BlueRun Ventures|Carmel Ventures|SF Capital|VenGlobal Capital|US Venture Partners|Venrock|Global Catalyst Partners|Walden International|Steven McCanne|Allegro Investment Fund|Participatiemaatschappij Vlaanderen|Big Bang Ventures|Mobius Venture Capital|El Dorado Ventures|Scientipole Initiative|IXcore|SG Asset Management Private Equity|Investor Growth Capital,-0.0100677470381443,-0.013245830656415,,,0.0064284662398415,-0.0076994539641921,-0.0091616160014473,-0.0071659164072369,-0.0072870818713209,-0.0118079830623854,3.5553480614894135,0.329301424411812
2007-03-31,XBI,0.28951248,69.0,69,0.209531,2.11518,6,168.0,5AM Ventures|Jumpstart New Jersey Angel Network|NJTC Venture Fund|Oakwood Medical Investors|Boston Scientific|CrÃ©dit Agricole Private Equity|ABN AMRO Private Equity|Caisse de Depot et Placement du Quebec|Ardian|Emergent Growth Fund|Advanced Technology Development Center|Yaletown Venture Partners|Unilever Technology Ventures|Growth Works|BioM AG|Global Life Science Ventures|Gilde IT Fund|AAC Capital Partners|Innoven Partners|WS Investments|Morgan Stanley Venture Partners|Mayflower|Merlin Biosciences|Pound Capital|Nexus Medical Partners|Omega Funds|Avida Group|Alpha Associates|MediBic Alliance|Emerging Technology Partners|Tweed Renaissance Investors Capital|SEED Venture|L-EigenkapitalAgentur|Zukunftsfonds Heilbronn|Gradus Venture|Calvert Research Institute|Wisconsin Investment Partners|NEW Capital Fund|Scientific Health Development Partners|Apple Tree Partners|Advent International|Crabtree Ventures|Khosla Ventures|Village Ventures|SoftBank Capital|BIP Investment Partners|Quest for Growth|Abbott Labs|Servisen Investment Management|CommerceNet|NTEC|3i Group|Novartis Bioventures|TWJ Capital|Pac-Link|Signature Capital|Yasuda Enterprise Development|Orix Capital Corporation|New Cycle Capital|Fund Creation|Mitsubishi UFJ Capital|University of Nottingham|East Midlands Business Angels|Catapult Venture Managers|Springboard Capital|Wexford Capital|Quilvest Ventures|Claritas Capital|HLM Venture Partners,-0.0071600491737157,0.0403287140390251,,,0.0155364919024778,,-0.0004171275470234,,,0.0177648359786319,4.248495242049359,0.05909030129017076
2007-03-31,XLF,0.49917831,10.0,10,0.275759,1.055906,2,14.0,North Hill Ventures|Chemi Peres|Cubit Investments|DCM|Eli Barkat|Khosla Ventures|Ofer Adler|RRE Ventures|Yaron Adler|Yuval Rechavi,-0.0078405077103255,-0.0017748663868072,,,-0.0009444864553995,-0.0006703206712391,-0.0078405077103255,,,-0.0017748663868072,2.3978952727983707,0.06977468050360283
2007-06-30,FDN,1.10147546,9.0,9,0.290823,0.468735,1,169.0,Blue Chip Venture Company|Illinois Ventures|Mercury Fund|Queen City Angels|RPM Ventures|Acadia Woods Partners|Benchmark|Doughty Hanson Technology Ventures|Seraphim Capital,-0.0010949923625146,0.0014406392461049,-0.0078115981160573,0.0002210652039689,0.008198485178732,0.0006469528981663,-0.0010949923625146,0.0061195210648071,-0.0078115981160573,0.0014406392461049,2.302585092994046,0.1532851834086143
2007-06-30,IGV,0.42139485,141.0,141,0.115834,1.539797,7,178.0,Romy Maxwell|Eddy Chen|Patricia Jimenez|New York Angels|Consumer Electronics Association|Reid Hoffman|Chuck Arendt|Myles Kitchen|Farhad Malek|Shenzhen Capital Group|Burch Investment Group|Shenzhen Fortune Venture Capital|Sizhao Yang|Mitch Day|Marie-Christine Balabanian|Marc Andreessen|Amitt Mahajan|Jade Wang|A Plus Finance|Ajay Juneja|Virginia Bamford|Vik Patel|John Cheong|The Cross Country Group|Julie Roehm|Eddy Chan|Kaihan Ashtiani|Khosla Ventures|Armada Investment Group|G-51 Capital|Geolo Capital|Aurel NextStage Private Equity|SkyLake Incuvest|SPARK VCT|Steelpoint Capital Partners|Wakefield Group|Synergis Technologies|Persistence Partners|NTT Leasing|.406 Ventures|PhillipCapital|Asset Management Company|YFM Private Equity|PICO|Paul Pluschkell|Illinois Ventures|Illinois Finance Authority|Country Insurance & Financial Services|VenGrowth Capital Partners|Alta Berkeley Venture Partners|Working Opportunity Fund|Southern Farm Bureau Life Insurance|Angel Investors LP|Greycroft Partners|BNP Paribas|Bear Equity|High Country Venture|Saar Gur|ProVenture Management|Venture Captial Fund of New England|SEED Venture Finance|Tom Pinckney|JumpStart|Ariel Poler|Atomico|Meakem Becker Venture Capital|Catapult Venture Managers|VI Partners|Riva y GarcÃÂ­a Private Equity|SPARK VCT 3|Calliode|CREATE Partners|NW Brown Ventures|International Finance Corporation|Everbright Investment & Management|Softbank China Venture Capital|Wand Partners|Alignment Capital Group|GIV Venture Partners|Prelude Trust|DFJ Esprit|Gimv|BAN Vlaanderen|GIMV ARKIV ICT Fund|The Institute for the Promotion of Innovation by Science and Technology in Flanders|Garage Technology Ventures Canada|360 Capital Partners|Sid R. Bass Associates|Munich Venture Partners|Investec|IT-Farm|TVM Capital|IndoUS Venture Partners|Ardian|Bertelsmann Digital Media Investments|D.E. Shaw & Co.|Warner Music Group|Mid Atlantic Angel Fund|Perspective Optique|Occam Capital|Connecticut Innovations|Sting Capital|Sterling Stamos Capital Mgmt|Spansion|Avalon Ventures|The Portland Trust|Fulcrum Ventures|Jammbid Investment Partners|TELUS|TDF Fund (Telecommunications Development Fund)|Braveheart Investment Group|Rose Tech Ventures|Alex Karakozoff|Felicis Ventures|Celtic House Venture Partners|123Venture|CNF Investments|Helion Venture Partners|Velocity Partners|Equity Resources Group|Docor International Management|Benhamou Global Ventures|Sofinnova Ventures|OpenView Venture Partners|Ferd Venture|MF Capital|FA Technology Ventures|Vesbridge Partners|Miramar Venture Partners|Keynote Ventures|iSherpa Capital|Antonio Asensio|DAG Ventures|Boston Millennia Partners|EdgeStone Capital Partners|UPS Strategic Enterprise Fund|Industrifonden|EspÃ­Â­rito Santo Ventures|Stonnington Group|Pasadena Angels|South Yorkshire Investment Fund,0.0050726560787436,0.0132395157812513,-0.0030349255172086,0.0071198317334895,0.0042258238515835,-0.0027877632370089,0.006050340973036,-0.0021120299865182,0.0012683353415254,0.0099790168219638,4.955827057601261,0.24575514529496006
2007-06-30,SOXX,0.4245424,33.0,33,0.142724,0.673087,8,169.0,CDC Innovation|Canaan Partners|I-Source Gestion|SVB India Capital Partners|BlueRun Ventures|Carmel Ventures|VenGlobal Capital|SF Capital|Venrock|US Venture Partners|Walden International|Global Catalyst Partners|Allegro Investment Fund|Big Bang Ventures|Steven McCanne|Participatiemaatschappij Vlaanderen|Mobius Venture Capital|El Dorado Ventures|Investor Growth Capital|SG Asset Management Private Equity|Scientipole Initiative|IXcore|ATA Ventures|ARCH Venture Partners|Panorama Capital|Mayfield Fund|Elron Electronic Industries|Morgenthaler Ventures|Opus Capital|Shasta Ventures|Industrifonden|Synopsys|Ventech,-0.0091616160014473,-0.0118079830623854,-0.0072870818713209,-0.011433753184479,0.0039642681236212,-0.0025036240638955,-0.0142277955978865,-0.0023248132295401,-0.0100677470381443,0.0022212545400997,3.5263605246161616,0.21877270360267853
2007-06-30,XBI,1.14648037,66.0,66,0.194707,1.738571,6,176.0,SoftBank Capital|Village Ventures|BIP Investment Partners|Quest for Growth|Abbott Labs|Servisen Investment Management|CommerceNet|3i Group|NTEC|Signature Capital|Pac-Link|Novartis Bioventures|TWJ Capital|Yasuda Enterprise Development|Fund Creation|Orix Capital Corporation|Mitsubishi UFJ Capital|New Cycle Capital|University of Nottingham|East Midlands Business Angels|Catapult Venture Managers|Springboard Capital|Wexford Capital|Quilvest Ventures|Claritas Capital|HLM Venture Partners|Scottish Widows Investment Partnership|Jefferson Corner Group|Cato BioVentures|Virginia Active Angel Network|BlueTree Capital Group|Pittsburgh Life Sciences Greenhouse|Meyer Ventures|Innovation Works|Scottish Equity Partners|Genentech|Google|Aescap Venture|Montreux Equity Partners|Innovatech QuÃ©bec|Life Science Fonds Esslingen|MittelstÃÂ¤ndische Beteiligungsgesellschaft ThÃÂ¼ringen|Twilight Venture Partners|BioScience Ventures Group|Bay City Capital|EDF Ventures|The Halo Fund|Lux Capital|Boulder Ventures|US Venture Partners|The Peierls Foundation|Physic Ventures|Dean Foods|Greer Capital Advisors|Hatteras Venture Partners|dsskjfmt|CHL Medical Partners|Alexandria Real Estate Equities|Aisling Capital|Thomas Weisel Partners|Novartis Option Fund|Ampersand Capital Partners|Pappas Ventures|Ivy Capital|Matignon Investissement & Gestion|Draper Fisher Jurvetson (DFJ),-0.0004171275470234,0.0177648359786319,,0.0228007469795144,0.008671891353522,,0.0226540204029769,,-0.0071600491737157,0.0135468466707411,4.204692619390966,0.2759692770568287
2007-06-30,XLF,1.38095834,17.0,17,0.760308,2.382742,4,128.0,Yuval Rechavi|Chemi Peres|Cubit Investments|DCM|RRE Ventures|Eli Barkat|Ofer Adler|Yaron Adler|Khosla Ventures|Shasta Ventures|Mark Goines|Hite Capital|Geoff Ralston|Dave McClure|LSP BioVentures|Amidzad Partners|Artiman Ventures,-0.0071497320476258,0.004637641061113,-0.0072843019184078,-0.0059240905953983,0.0028316904332356,-0.0018567344268196,-0.0071497320476258,0.001834672041216,-0.0072843019184078,0.004637641061113,2.8903717578961645,0.243200917987947
2007-09-30,FDN,2.18484532,16.0,16,1.110429,1.999545,3,92.0,Acadia Woods Partners|Benchmark|Doughty Hanson Technology Ventures|Seraphim Capital|Brian Pokorny|Charles River Ventures|Chris Sacca|Dick Costolo|Greg Yaitanes|Jafco Ventures|Marc Andreessen|Naval Ravikant|Ron Conway|Union Square Ventures|Venture Technologies|Lehman Brothers,-5.221360917566972e-05,0.010886907089423,-0.0014183966593434,0.0031235807358345,0.0125827986464405,-0.0063860412946363,-5.221360917566972e-05,0.0048928743834088,-0.0014183966593434,0.010886907089423,2.833213344056216,0.3040507280985203
2007-09-30,IGV,0.49400231,111.0,111,0.124472,1.442244,3,180.0,360 Capital Partners|Sid R. Bass Associates|Investec|Munich Venture Partners|IT-Farm|TVM Capital|IndoUS Venture Partners|Ardian|Bertelsmann Digital Media Investments|D.E. Shaw & Co.|Warner Music Group|Mid Atlantic Angel Fund|Occam Capital|Perspective Optique|Connecticut Innovations|Sting Capital|Sterling Stamos Capital Mgmt|Spansion|Avalon Ventures|The Portland Trust|Jammbid Investment Partners|Fulcrum Ventures|TDF Fund (Telecommunications Development Fund)|TELUS|Braveheart Investment Group|Celtic House Venture Partners|Felicis Ventures|Rose Tech Ventures|Alex Karakozoff|123Venture|CNF Investments|Velocity Partners|Equity Resources Group|Helion Venture Partners|Docor International Management|Benhamou Global Ventures|Sofinnova Ventures|OpenView Venture Partners|Ferd Venture|Vesbridge Partners|MF Capital|FA Technology Ventures|Miramar Venture Partners|Keynote Ventures|iSherpa Capital|DAG Ventures|Antonio Asensio|UPS Strategic Enterprise Fund|Industrifonden|EdgeStone Capital Partners|Boston Millennia Partners|EspÃ­Â­rito Santo Ventures|Pasadena Angels|Stonnington Group|South Yorkshire Investment Fund|Tudor Investments|Uninvest|Warburg Pincus|S.G.E.C.R.|eXeed Technology|The Fishman Group|Altshuler Shaham|Tao Tsuot|Caledonia Investments|Esfin Gestion|RhÃÂ´ne-Alpes CrÃÂ©ation|RhÃÂ´ne DauphinÃÂ© DÃÂ©veloppement|Lacuna|Union Carbide Employee's Pension Plan|Aden Investments|Business Development Bank of Canada|Thomvest Ventures|Ãcho Capital FIER Outaouais|LaunchPad Venture Group|GrandBanks Capital|JAFCO Asia|Morningside Group|Technology Venture Investors|Stripes Group|Jarl Mohn|Innovation Valley Partners|LMKR|Stuart Mill Venture Partners|The Entrepreneurs' Fund III|Bezos Expeditions|Vedanta Capital|Nexus Venture Partners|Sherpalo Ventures|CPMG|Austria Wirtschaftsservice Gesellschaft|NÃÂ Beteiligungsfinanzierungen|Tecnet capital Technologiemanagement|Peninsula Ventures|Brian Shin|Howard Lindzon|Roger Ehrenberg|Peter Thiel|Keiretsu Forum|Kepha Partners|Mark Pincus|Mike Volpe|James Altucher|Grotech Ventures|ABS Ventures|S3 Ventures|Mercury Fund|Neo Technology Ventures|Mosaix Ventures|Tivsco|Southern Cross Venture Partners|CM Capital Investments,0.006050340973036,0.0099790168219638,0.0012683353415254,0.0115075866970507,0.0056799826866263,-0.0030349255172086,0.0071198317334895,,,0.0082330613514378,4.718498871295094,0.292735905644895
