funding_round_id,funded_object_id,investor_object_id,object_id,funded_at,funding_round_type,investor_name,company_name,category_code,category_norm,etf_primary,sector_name,confidence
3,c:5,f:4,c:5,2005-05-01,series-a,Accel Partners,Facebook,social,social,FDN,consumer_internet,0.7
4,c:5,f:1,c:5,2006-04-01,series-b,Greylock Partners,Facebook,social,social,FDN,consumer_internet,0.7
4,c:5,f:5,c:5,2006-04-01,series-b,Meritech Capital Partners,Facebook,social,social,FDN,consumer_internet,0.7
4,c:5,f:6,c:5,2006-04-01,series-b,Founders Fund,Facebook,social,social,FDN,consumer_internet,0.7
4,c:5,f:3181,c:5,2006-04-01,series-b,SV Angel,Facebook,social,social,FDN,consumer_internet,0.7
18,c:22,f:16,c:22,2007-06-01,series-a,Acadia Woods Partners,MeetMoi,social,social,FDN,consumer_internet,0.7
41,c:46,f:44,c:46,2006-03-01,series-a,Debaeque,Strands Labs,software,software,IGV,saas,0.7
41,c:46,f:43,c:46,2006-03-01,series-a,Sequel Venture Partners,Strands Labs,software,software,IGV,saas,0.7
46,c:58,f:4,c:58,2005-04-01,series-a,Accel Partners,Prosper,finance,finance,XLF,fintech,0.7
46,c:58,f:48,c:58,2005-04-01,series-a,Benchmark,Prosper,finance,finance,XLF,fintech,0.7
47,c:58,f:4,c:58,2006-02-01,series-b,Accel Partners,Prosper,finance,finance,XLF,fintech,0.7
47,c:58,f:48,c:58,2006-02-01,series-b,Benchmark,Prosper,finance,finance,XLF,fintech,0.7
47,c:58,f:46,c:58,2006-02-01,series-b,Fidelity Ventures,Prosper,finance,finance,XLF,fintech,0.7
47,c:58,f:2,c:58,2006-02-01,series-b,Omidyar Network,Prosper,finance,finance,XLF,fintech,0.7
79,c:62,f:26,c:62,2004-03-01,series-b,Draper Fisher Jurvetson (DFJ),Skype,software,software,IGV,saas,0.7
79,c:62,f:18,c:62,2004-03-01,series-b,Index Ventures,Skype,software,software,IGV,saas,0.7
93,c:109,f:29,c:109,2007-05-08,series-a,First Round Capital,Mashery,enterprise,enterprise,IGV,saas,0.7
93,c:109,f:1396,c:109,2007-05-08,series-a,Rose Tech Ventures,Mashery,enterprise,enterprise,IGV,saas,0.7
93,c:109,f:446,c:109,2007-05-08,series-a,Felicis Ventures,Mashery,enterprise,enterprise,IGV,saas,0.7
99,c:47,f:3181,c:47,2007-01-01,series-a,SV Angel,Ning by Glam Media,enterprise,enterprise,IGV,saas,0.7
145,c:169,f:48,c:169,2006-09-01,series-a,Benchmark,Seeking Alpha,finance,finance,XLF,fintech,0.7
145,c:169,f:4,c:169,2006-09-01,series-a,Accel Partners,Seeking Alpha,finance,finance,XLF,fintech,0.7
152,c:176,f:17,c:176,2003-11-01,series-a,Sequoia Capital,LinkedIn,social,social,FDN,consumer_internet,0.7
153,c:176,f:1,c:176,2004-10-01,series-b,Greylock Partners,LinkedIn,social,social,FDN,consumer_internet,0.7
191,c:208,f:1,c:208,2006-05-01,series-a,Greylock Partners,Oodle,social,social,FDN,consumer_internet,0.7
191,c:208,f:13,c:208,2006-05-01,series-a,Redpoint Ventures,Oodle,social,social,FDN,consumer_internet,0.7
192,c:208,f:146,c:208,2007-07-01,series-b,Jafco Ventures,Oodle,social,social,FDN,consumer_internet,0.7
198,c:211,f:26,c:211,2005-01-01,series-a,Draper Fisher Jurvetson (DFJ),ooma,hardware,hardware,SOXX,semiconductors,0.7
198,c:211,f:1047,c:211,2005-01-01,series-a,Worldview Technology Partners,ooma,hardware,hardware,SOXX,semiconductors,0.7
198,c:211,f:242,c:211,2005-01-01,series-a,Draper Richards,ooma,hardware,hardware,SOXX,semiconductors,0.7
198,c:211,f:379,c:211,2005-01-01,series-a,WI Harper Group,ooma,hardware,hardware,SOXX,semiconductors,0.7
199,c:211,f:26,c:211,2006-12-01,series-b,Draper Fisher Jurvetson (DFJ),ooma,hardware,hardware,SOXX,semiconductors,0.7
199,c:211,f:6,c:211,2006-12-01,series-b,Founders Fund,ooma,hardware,hardware,SOXX,semiconductors,0.7
199,c:211,f:1047,c:211,2006-12-01,series-b,Worldview Technology Partners,ooma,hardware,hardware,SOXX,semiconductors,0.7
199,c:211,f:242,c:211,2006-12-01,series-b,Draper Richards,ooma,hardware,hardware,SOXX,semiconductors,0.7
199,c:211,f:379,c:211,2006-12-01,series-b,WI Harper Group,ooma,hardware,hardware,SOXX,semiconductors,0.7
199,c:211,f:3181,c:211,2006-12-01,series-b,SV Angel,ooma,hardware,hardware,SOXX,semiconductors,0.7
213,c:234,f:26,c:234,2005-04-01,series-b,Draper Fisher Jurvetson (DFJ),Socialtext,enterprise,enterprise,IGV,saas,0.7
213,c:234,f:155,c:234,2005-04-01,series-b,SAP Ventures,Socialtext,enterprise,enterprise,IGV,saas,0.7
216,c:237,f:158,c:237,2007-02-01,series-a,PICO,spigit,software,software,IGV,saas,0.7
217,c:235,f:12,c:235,2006-05-01,series-a,Austin Ventures,Bazaarvoice,software,software,IGV,saas,0.7
217,c:235,f:29,c:235,2006-05-01,series-a,First Round Capital,Bazaarvoice,software,software,IGV,saas,0.7
217,c:235,f:268,c:235,2006-05-01,series-a,Constantin Partners,Bazaarvoice,software,software,IGV,saas,0.7
218,c:239,f:134,c:239,2005-12-01,series-a,Menlo Ventures,PowerReviews,social,social,FDN,consumer_internet,0.7
218,c:239,f:242,c:239,2005-12-01,series-a,Draper Richards,PowerReviews,social,social,FDN,consumer_internet,0.7
222,c:245,f:61,c:245,2005-12-01,series-a,Mayfield Fund,Tagged,social,social,FDN,consumer_internet,0.7
232,c:266,f:174,c:266,2006-03-01,series-a,Emergence Capital Partners,Genius.com,software,software,IGV,saas,0.7
232,c:266,f:80,c:266,2006-03-01,series-a,Walden Venture Capital,Genius.com,software,software,IGV,saas,0.7
233,c:266,f:116,c:266,2007-01-01,series-b,Mohr Davidow Ventures,Genius.com,software,software,IGV,saas,0.7
240,c:280,f:48,c:280,2007-06-01,series-a,Benchmark,Grockit,social,social,FDN,consumer_internet,0.7
261,c:12,f:7,c:12,2007-07-01,series-a,Charles River Ventures,Twitter,social,social,FDN,consumer_internet,0.7
261,c:12,f:45,c:12,2007-07-01,series-a,Union Square Ventures,Twitter,social,social,FDN,consumer_internet,0.7
261,c:12,f:3181,c:12,2007-07-01,series-a,SV Angel,Twitter,social,social,FDN,consumer_internet,0.7
278,c:302,f:213,c:302,2004-10-01,series-a,Montlake Capital,PayScale,software,software,IGV,saas,0.7
278,c:302,f:212,c:302,2004-10-01,series-a,Fluke Venture Partners,PayScale,software,software,IGV,saas,0.7
278,c:302,f:89,c:302,2004-10-01,series-a,Madrona Venture Group,PayScale,software,software,IGV,saas,0.7
279,c:302,f:213,c:302,2005-10-01,series-b,Montlake Capital,PayScale,software,software,IGV,saas,0.7
279,c:302,f:212,c:302,2005-10-01,series-b,Fluke Venture Partners,PayScale,software,software,IGV,saas,0.7
279,c:302,f:89,c:302,2005-10-01,series-b,Madrona Venture Group,PayScale,software,software,IGV,saas,0.7
279,c:302,f:3,c:302,2005-10-01,series-b,Trinity Ventures,PayScale,software,software,IGV,saas,0.7
286,c:335,f:48,c:335,2005-06-01,series-a,Benchmark,Vudu,hardware,hardware,SOXX,semiconductors,0.7
286,c:335,f:1,c:335,2005-06-01,series-a,Greylock Partners,Vudu,hardware,hardware,SOXX,semiconductors,0.7
290,c:325,f:4,c:325,2005-03-01,series-a,Accel Partners,Brightcove,enterprise,enterprise,IGV,saas,0.7
290,c:325,f:507,c:325,2005-03-01,series-a,General Catalyst Partners,Brightcove,enterprise,enterprise,IGV,saas,0.7
291,c:325,f:1287,c:325,2005-11-01,series-b,Hearst Ventures,Brightcove,enterprise,enterprise,IGV,saas,0.7
295,c:325,f:223,c:325,2006-09-01,series-b,GE Commercial Finance,Brightcove,enterprise,enterprise,IGV,saas,0.7
315,c:365,f:10,c:365,2007-12-19,series-a,Mission Ventures,Nirvanix,enterprise,enterprise,IGV,saas,0.7
315,c:365,f:230,c:365,2007-12-19,series-a,Valhalla Partners,Nirvanix,enterprise,enterprise,IGV,saas,0.7
315,c:365,f:588,c:365,2007-12-19,series-a,Windward Ventures,Nirvanix,enterprise,enterprise,IGV,saas,0.7
315,c:365,f:367,c:365,2007-12-19,series-a,Intel Capital,Nirvanix,enterprise,enterprise,IGV,saas,0.7
315,c:365,f:319,c:365,2007-12-19,series-a,European Founders Fund,Nirvanix,enterprise,enterprise,IGV,saas,0.7
317,c:370,f:181,c:370,2007-08-01,series-a,LMKR,Scrybe,enterprise,enterprise,IGV,saas,0.7
317,c:370,f:690,c:370,2007-08-01,series-a,Adobe Ventures,Scrybe,enterprise,enterprise,IGV,saas,0.7
321,c:390,f:238,c:390,2007-08-01,series-a,The Entrepreneurs' Fund III,Echo,enterprise,enterprise,IGV,saas,0.7
345,c:416,f:295,c:416,2006-03-01,series-a,Enterprise Partners,VMIX Media,enterprise,enterprise,IGV,saas,0.7
345,c:416,f:10,c:416,2006-03-01,series-a,Mission Ventures,VMIX Media,enterprise,enterprise,IGV,saas,0.7
346,c:416,f:333,c:416,2007-10-01,series-b,ATA Ventures,VMIX Media,enterprise,enterprise,IGV,saas,0.7
346,c:416,f:295,c:416,2007-10-01,series-b,Enterprise Partners,VMIX Media,enterprise,enterprise,IGV,saas,0.7
346,c:416,f:160,c:416,2007-10-01,series-b,JK&B Capital,VMIX Media,enterprise,enterprise,IGV,saas,0.7
346,c:416,f:10,c:416,2007-10-01,series-b,Mission Ventures,VMIX Media,enterprise,enterprise,IGV,saas,0.7
347,c:130,f:180,c:130,2007-08-01,series-b,Prism Venture Management,KickApps,enterprise,enterprise,IGV,saas,0.7
347,c:130,f:214,c:130,2007-08-01,series-b,SoftBank Capital,KickApps,enterprise,enterprise,IGV,saas,0.7
347,c:130,f:34,c:130,2007-08-01,series-b,Spark Capital,KickApps,enterprise,enterprise,IGV,saas,0.7
348,c:130,f:34,c:130,2006-06-01,series-a,Spark Capital,KickApps,enterprise,enterprise,IGV,saas,0.7
348,c:130,f:180,c:130,2006-06-01,series-a,Prism Venture Management,KickApps,enterprise,enterprise,IGV,saas,0.7
354,c:445,f:24,c:445,2004-10-01,series-b,August Capital,Six Apart,enterprise,enterprise,IGV,saas,0.7
354,c:445,f:392,c:445,2004-10-01,series-b,Focus Ventures,Six Apart,enterprise,enterprise,IGV,saas,0.7
375,c:471,f:663,c:471,2010-12-01,series-a,Avalon Ventures,Cloudant,enterprise,enterprise,IGV,saas,0.7
379,c:477,f:252,c:477,2007-06-26,series-a,Chrysalis Ventures,Digitalsmiths,software,software,IGV,saas,0.7
379,c:477,f:251,c:477,2007-06-26,series-a,The Aurora Funds,Digitalsmiths,software,software,IGV,saas,0.7
405,c:523,f:25,c:523,2004-06-23,series-a,Mobius Venture Capital,NewsGator,enterprise,enterprise,IGV,saas,0.7
431,c:543,f:139,c:543,2003-12-01,series-a,Allen & Company,MusicGremlin,hardware,hardware,SOXX,semiconductors,0.7
432,c:543,f:139,c:543,2005-02-01,series-b,Allen & Company,MusicGremlin,hardware,hardware,SOXX,semiconductors,0.7
433,c:544,f:248,c:544,2004-10-01,series-a,Morgenthaler Ventures,Orb Networks,software,software,IGV,saas,0.7
435,c:546,f:196,c:546,2006-05-01,series-a,Eden Ventures,The Filter,software,software,IGV,saas,0.7
436,c:546,f:196,c:546,2007-08-01,series-a,Eden Ventures,The Filter,software,software,IGV,saas,0.7
467,c:481,f:48,c:481,2006-03-01,series-b,Benchmark,Zopa,finance,finance,XLF,fintech,0.7
467,c:481,f:42,c:481,2006-03-01,series-b,Bessemer Venture Partners,Zopa,finance,finance,XLF,fintech,0.7
467,c:481,f:195,c:481,2006-03-01,series-b,Wellington Partners,Zopa,finance,finance,XLF,fintech,0.7
467,c:481,f:105,c:481,2006-03-01,series-b,Balderton Capital,Zopa,finance,finance,XLF,fintech,0.7
470,c:555,f:608,c:555,2007-05-01,series-a,Amidzad Partners,Lending Club,finance,finance,XLF,fintech,0.7
473,c:555,f:215,c:555,2007-08-23,series-a,Canaan Partners,Lending Club,finance,finance,XLF,fintech,0.7
473,c:555,f:86,c:555,2007-08-23,series-a,Norwest Venture Partners,Lending Club,finance,finance,XLF,fintech,0.7
474,c:565,f:12,c:565,1999-09-01,series-a,Austin Ventures,ACTIVE Network,software,software,IGV,saas,0.7
476,c:565,f:12,c:565,1999-12-01,series-b,Austin Ventures,ACTIVE Network,software,software,IGV,saas,0.7
476,c:565,f:298,c:565,1999-12-01,series-b,Kettle Partners,ACTIVE Network,software,software,IGV,saas,0.7
476,c:565,f:301,c:565,1999-12-01,series-b,William Blair New World Ventures,ACTIVE Network,software,software,IGV,saas,0.7
486,c:44734,f:307,c:44734,2007-05-01,series-a,Sterling Stamos Capital Mgmt,The Multiverse Network,software,software,IGV,saas,0.7
500,c:617,f:248,c:617,2006-10-01,series-a,Morgenthaler Ventures,MuleSoft,enterprise,enterprise,IGV,saas,0.7
500,c:617,f:510,c:617,2006-10-01,series-a,Hummer Winblad Venture Partners,MuleSoft,enterprise,enterprise,IGV,saas,0.7
501,c:617,f:94,c:617,2007-05-22,series-b,Lightspeed Venture Partners,MuleSoft,enterprise,enterprise,IGV,saas,0.7
501,c:617,f:248,c:617,2007-05-22,series-b,Morgenthaler Ventures,MuleSoft,enterprise,enterprise,IGV,saas,0.7
501,c:617,f:510,c:617,2007-05-22,series-b,Hummer Winblad Venture Partners,MuleSoft,enterprise,enterprise,IGV,saas,0.7
524,c:668,f:160,c:668,2007-06-07,series-a,JK&B Capital,SnapTell,software,software,IGV,saas,0.7
524,c:668,f:316,c:668,2007-06-07,series-a,New Enterprise Associates,SnapTell,software,software,IGV,saas,0.7
524,c:668,f:2831,c:668,2007-06-07,series-a,MF Capital,SnapTell,software,software,IGV,saas,0.7
524,c:668,f:3181,c:668,2007-06-07,series-a,SV Angel,SnapTell,software,software,IGV,saas,0.7
525,c:662,f:325,c:662,2007-05-08,series-a,Desjardins Venture Capital,Tungle.me,enterprise,enterprise,IGV,saas,0.7
525,c:662,f:8892,c:662,2007-05-08,series-a,Relay Ventures,Tungle.me,enterprise,enterprise,IGV,saas,0.7
534,c:685,f:12,c:685,2007-08-28,series-b,Austin Ventures,Spiceworks,hardware,hardware,SOXX,semiconductors,0.7
534,c:685,f:173,c:685,2007-08-28,series-b,Shasta Ventures,Spiceworks,hardware,hardware,SOXX,semiconductors,0.7
536,c:685,f:12,c:685,2006-06-16,series-a,Austin Ventures,Spiceworks,hardware,hardware,SOXX,semiconductors,0.7
540,c:687,f:4,c:687,2006-11-01,series-b,Accel Partners,MyHeritage,social,social,FDN,consumer_internet,0.7
554,c:703,f:274,c:703,2007-06-01,series-b,Arts Alliance Ventures,Daylife,enterprise,enterprise,IGV,saas,0.7
554,c:703,f:105,c:703,2007-06-01,series-b,Balderton Capital,Daylife,enterprise,enterprise,IGV,saas,0.7
578,c:751,f:129,c:751,2007-07-01,series-b,Tudor Investments,Trutap,software,software,IGV,saas,0.7
583,c:757,f:17,c:757,2007-08-01,series-a,Sequoia Capital,Jive Software,software,software,IGV,saas,0.7
602,c:810,f:378,c:810,2007-06-01,series-a,.406 Ventures,RatePoint,software,software,IGV,saas,0.7
602,c:810,f:180,c:810,2007-06-01,series-a,Prism Venture Management,RatePoint,software,software,IGV,saas,0.7
632,c:858,f:396,c:858,2007-03-01,series-a,I-Source Gestion,Webjam,enterprise,enterprise,IGV,saas,0.7
641,c:874,f:66,c:874,2007-07-01,series-a,Khosla Ventures,Jawbone,hardware,hardware,SOXX,semiconductors,0.7
641,c:874,f:3181,c:874,2007-07-01,series-a,SV Angel,Jawbone,hardware,hardware,SOXX,semiconductors,0.7
648,c:886,f:32,c:886,2007-03-01,series-a,Atomico,Xobni,software,software,IGV,saas,0.7
648,c:886,f:66,c:886,2007-03-01,series-a,Khosla Ventures,Xobni,software,software,IGV,saas,0.7
648,c:886,f:29,c:886,2007-03-01,series-a,First Round Capital,Xobni,software,software,IGV,saas,0.7
648,c:886,f:3181,c:886,2007-03-01,series-a,SV Angel,Xobni,software,software,IGV,saas,0.7
654,c:235,f:12,c:235,2007-09-01,series-b,Austin Ventures,Bazaarvoice,software,software,IGV,saas,0.7
654,c:235,f:137,c:235,2007-09-01,series-b,Battery Ventures,Bazaarvoice,software,software,IGV,saas,0.7
654,c:235,f:29,c:235,2007-09-01,series-b,First Round Capital,Bazaarvoice,software,software,IGV,saas,0.7
654,c:235,f:268,c:235,2007-09-01,series-b,Constantin Partners,Bazaarvoice,software,software,IGV,saas,0.7
672,c:239,f:242,c:239,2007-09-01,series-b,Draper Richards,PowerReviews,social,social,FDN,consumer_internet,0.7
672,c:239,f:166,c:239,2007-09-01,series-b,Lehman Brothers,PowerReviews,social,social,FDN,consumer_internet,0.7
672,c:239,f:134,c:239,2007-09-01,series-b,Menlo Ventures,PowerReviews,social,social,FDN,consumer_internet,0.7
674,c:934,f:417,c:934,2007-01-01,series-b,Longworth Venture Partners,Sermo,health,health,XBI,biotech,0.7
674,c:934,f:214,c:934,2007-01-01,series-b,SoftBank Capital,Sermo,health,health,XBI,biotech,0.7
675,c:934,f:417,c:934,2006-09-01,series-a,Longworth Venture Partners,Sermo,health,health,XBI,biotech,0.7
695,c:1467,f:587,c:1467,2007-01-01,series-a,Cubit Investments,eToro,finance,finance,XLF,fintech,0.7
696,c:892,f:192,c:892,2002-01-01,series-a,US Venture Partners,Spoke,software,software,IGV,saas,0.7
703,c:771,f:29,c:771,2007-04-01,series-a,First Round Capital,Mint.com,finance,finance,XLF,fintech,0.7
703,c:771,f:173,c:771,2007-04-01,series-a,Shasta Ventures,Mint.com,finance,finance,XLF,fintech,0.7
703,c:771,f:879,c:771,2007-04-01,series-a,Hite Capital,Mint.com,finance,finance,XLF,fintech,0.7
708,c:695,f:4,c:695,2007-09-01,series-a,Accel Partners,OnForce,enterprise,enterprise,IGV,saas,0.7
717,c:972,f:430,c:972,2006-04-01,series-b,Frazier Technology Ventures,DocuSign,software,software,IGV,saas,0.7
717,c:972,f:62,c:972,2006-04-01,series-b,Ignition Partners,DocuSign,software,software,IGV,saas,0.7
717,c:972,f:147,c:972,2006-04-01,series-b,Sigma Partners,DocuSign,software,software,IGV,saas,0.7
764,c:1062,f:116,c:1062,2007-05-01,series-a,Mohr Davidow Ventures,23andMe,biotech,biotech,XBI,biotech,0.7
764,c:1062,f:316,c:1062,2007-05-01,series-a,New Enterprise Associates,23andMe,biotech,biotech,XBI,biotech,0.7
832,c:1191,f:487,c:1191,2007-10-01,series-b,Acacia Capital Partners,Skinkers,software,software,IGV,saas,0.7
832,c:1191,f:488,c:1191,2007-10-01,series-b,Spark Ventures,Skinkers,software,software,IGV,saas,0.7
835,c:1191,f:488,c:1191,2006-02-01,series-a,Spark Ventures,Skinkers,software,software,IGV,saas,0.7
840,c:1199,f:48,c:1199,2007-02-01,series-a,Benchmark,Gigya,enterprise,enterprise,IGV,saas,0.7
840,c:1199,f:29,c:1199,2007-02-01,series-a,First Round Capital,Gigya,enterprise,enterprise,IGV,saas,0.7
850,c:1104,f:468,c:1104,2007-10-01,series-b,Kern Whelan Capital,Shopatron,enterprise,enterprise,IGV,saas,0.7
850,c:1104,f:469,c:1104,2007-10-01,series-b,Rivenrock Capital,Shopatron,enterprise,enterprise,IGV,saas,0.7
854,c:1204,f:162,c:1204,2005-03-01,series-a,Chess Ventures,Baynote,software,software,IGV,saas,0.7
854,c:1204,f:160,c:1204,2005-03-01,series-a,JK&B Capital,Baynote,software,software,IGV,saas,0.7
854,c:1204,f:510,c:1204,2005-03-01,series-a,Hummer Winblad Venture Partners,Baynote,software,software,IGV,saas,0.7
855,c:1204,f:160,c:1204,2007-04-01,series-b,JK&B Capital,Baynote,software,software,IGV,saas,0.7
855,c:1204,f:519,c:1204,2007-04-01,series-b,Steamboat Ventures,Baynote,software,software,IGV,saas,0.7
855,c:1204,f:510,c:1204,2007-04-01,series-b,Hummer Winblad Venture Partners,Baynote,software,software,IGV,saas,0.7
868,c:1234,f:503,c:1234,2007-10-01,series-b,Comcast Ventures,Vitrue,enterprise,enterprise,IGV,saas,0.7
868,c:1234,f:502,c:1234,2007-10-01,series-b,Dace Ventures,Vitrue,enterprise,enterprise,IGV,saas,0.7
868,c:1234,f:507,c:1234,2007-10-01,series-b,General Catalyst Partners,Vitrue,enterprise,enterprise,IGV,saas,0.7
869,c:1234,f:507,c:1234,2006-05-01,series-a,General Catalyst Partners,Vitrue,enterprise,enterprise,IGV,saas,0.7
869,c:1234,f:3181,c:1234,2006-05-01,series-a,SV Angel,Vitrue,enterprise,enterprise,IGV,saas,0.7
879,c:732,f:242,c:732,2006-01-28,series-a,Draper Richards,Attributor,software,software,IGV,saas,0.7
879,c:732,f:29,c:732,2006-01-28,series-a,First Round Capital,Attributor,software,software,IGV,saas,0.7
879,c:732,f:112,c:732,2006-01-28,series-a,Selby Venture Partners,Attributor,software,software,IGV,saas,0.7
879,c:732,f:147,c:732,2006-01-28,series-a,Sigma Partners,Attributor,software,software,IGV,saas,0.7
879,c:732,f:840,c:732,2006-01-28,series-a,Amicus Capital,Attributor,software,software,IGV,saas,0.7
879,c:732,f:3181,c:732,2006-01-28,series-a,SV Angel,Attributor,software,software,IGV,saas,0.7
885,c:1260,f:506,c:1260,2008-02-01,series-a,Aeneas Ventures,HiveLive,enterprise,enterprise,IGV,saas,0.7
893,c:1070,f:149,c:1070,2006-09-01,series-b,Bay Partners,Eloqua,enterprise,enterprise,IGV,saas,0.7
893,c:1070,f:454,c:1070,2006-09-01,series-b,JMI Equity,Eloqua,enterprise,enterprise,IGV,saas,0.7
924,c:1303,f:528,c:1303,2007-09-01,series-a,Kepha Partners,Azuki Systems,enterprise,enterprise,IGV,saas,0.7
924,c:1303,f:147,c:1303,2007-09-01,series-a,Sigma Partners,Azuki Systems,enterprise,enterprise,IGV,saas,0.7
927,c:109,f:29,c:109,2008-10-29,series-b,First Round Capital,Mashery,enterprise,enterprise,IGV,saas,0.7
927,c:109,f:529,c:109,2008-10-29,series-b,Formative Ventures,Mashery,enterprise,enterprise,IGV,saas,0.7
927,c:109,f:110,c:109,2008-10-29,series-b,The Accelerator Group,Mashery,enterprise,enterprise,IGV,saas,0.7
927,c:109,f:1396,c:109,2008-10-29,series-b,Rose Tech Ventures,Mashery,enterprise,enterprise,IGV,saas,0.7
927,c:109,f:378,c:109,2008-10-29,series-b,.406 Ventures,Mashery,enterprise,enterprise,IGV,saas,0.7
927,c:109,f:446,c:109,2008-10-29,series-b,Felicis Ventures,Mashery,enterprise,enterprise,IGV,saas,0.7
946,c:1525,f:542,c:1525,2007-10-01,series-a,OpenView Venture Partners,Intronis,enterprise,enterprise,IGV,saas,0.7
965,c:1348,f:10,c:1348,2005-01-26,series-a,Mission Ventures,Verimatrix,software,software,IGV,saas,0.7
965,c:1348,f:548,c:1348,2005-01-26,series-a,Siemens Venture Capital,Verimatrix,software,software,IGV,saas,0.7
966,c:1348,f:461,c:1348,2006-06-22,series-b,Crescendo Ventures,Verimatrix,software,software,IGV,saas,0.7
966,c:1348,f:10,c:1348,2006-06-22,series-b,Mission Ventures,Verimatrix,software,software,IGV,saas,0.7
966,c:1348,f:548,c:1348,2006-06-22,series-b,Siemens Venture Capital,Verimatrix,software,software,IGV,saas,0.7
968,c:1349,f:510,c:1349,2006-12-01,series-a,Hummer Winblad Venture Partners,Move Networks,software,software,IGV,saas,0.7
968,c:1349,f:519,c:1349,2006-12-01,series-a,Steamboat Ventures,Move Networks,software,software,IGV,saas,0.7
969,c:1349,f:510,c:1349,2007-10-01,series-b,Hummer Winblad Venture Partners,Move Networks,software,software,IGV,saas,0.7
969,c:1349,f:519,c:1349,2007-10-01,series-b,Steamboat Ventures,Move Networks,software,software,IGV,saas,0.7
978,c:1365,f:1287,c:1365,2000-01-27,series-b,Hearst Ventures,E Ink,hardware,hardware,SOXX,semiconductors,0.7
980,c:1367,f:443,c:1367,2007-09-01,series-a,DCM,Caring.com,health,health,XBI,biotech,0.7
980,c:1367,f:522,c:1367,2007-09-01,series-a,Split Rock Partners,Caring.com,health,health,XBI,biotech,0.7
1010,c:1404,f:569,c:1404,2007-10-01,series-a,DFJ Gotham Ventures,Worktopia,enterprise,enterprise,IGV,saas,0.7
1010,c:1404,f:376,c:1404,2007-10-01,series-a,High Peaks Venture Partners,Worktopia,enterprise,enterprise,IGV,saas,0.7
1010,c:1404,f:532,c:1404,2007-10-01,series-a,Milestone Venture Partners,Worktopia,enterprise,enterprise,IGV,saas,0.7
1016,c:1249,f:571,c:1249,2007-07-01,series-b,Warburg Pincus,Vringo,software,software,IGV,saas,0.7
1032,c:1434,f:24,c:1434,2004-12-01,series-a,August Capital,Splunk,software,software,IGV,saas,0.7
1033,c:1434,f:160,c:1434,2006-01-01,series-b,JK&B Capital,Splunk,software,software,IGV,saas,0.7
1039,c:1445,f:546,c:1445,2007-11-06,series-b,GrandBanks Capital,xkoto,software,software,IGV,saas,0.7
1039,c:1445,f:69,c:1445,2007-11-06,series-b,GrowthWorks Capital,xkoto,software,software,IGV,saas,0.7
1088,c:1512,f:507,c:1512,2007-09-01,series-a,General Catalyst Partners,HubSpot,software,software,IGV,saas,0.7
1094,c:1513,f:603,c:1513,2007-09-01,series-a,Alliance of Angels,Earth Class Mail,software,software,IGV,saas,0.7
1094,c:1513,f:62,c:1513,2007-09-01,series-a,Ignition Partners,Earth Class Mail,software,software,IGV,saas,0.7
1094,c:1513,f:132,c:1513,2007-09-01,series-a,Keiretsu Forum,Earth Class Mail,software,software,IGV,saas,0.7
1107,c:1525,f:542,c:1525,2007-10-10,series-a,OpenView Venture Partners,Intronis,enterprise,enterprise,IGV,saas,0.7
1110,c:1534,f:552,c:1534,2005-06-01,series-a,Altos Ventures,NetBase Solutions,social,social,FDN,consumer_internet,0.7
1110,c:1534,f:609,c:1534,2005-06-01,series-a,Thomvest Ventures,NetBase Solutions,social,social,FDN,consumer_internet,0.7
1111,c:46,f:610,c:46,2007-12-01,series-b,BBVA,Strands Labs,software,software,IGV,saas,0.7
1131,c:1557,f:177,c:1557,2007-08-01,series-b,IDInvest Partners,Viadeo,social,social,FDN,consumer_internet,0.7
1140,c:1564,f:619,c:1564,2007-10-01,series-a,Meakem Becker Venture Capital,Shipwire,enterprise,enterprise,IGV,saas,0.7
1169,c:1591,f:55,c:1591,2006-10-01,series-a,Minor Ventures,Scout Labs,enterprise,enterprise,IGV,saas,0.7
1170,c:1591,f:55,c:1591,2007-12-01,series-b,Minor Ventures,Scout Labs,enterprise,enterprise,IGV,saas,0.7
1176,c:523,f:25,c:523,2004-12-01,series-b,Mobius Venture Capital,NewsGator,enterprise,enterprise,IGV,saas,0.7
1176,c:523,f:267,c:523,2004-12-01,series-b,Masthead Venture Partners,NewsGator,enterprise,enterprise,IGV,saas,0.7
1185,c:1616,f:2252,c:1616,2007-12-01,series-a,CMEA Capital,Jobvite,social,social,FDN,consumer_internet,0.7
1202,c:1095,f:466,c:1095,2007-10-01,series-a,"Mesco, ltd",uTest,software,software,IGV,saas,0.7
1210,c:1637,f:333,c:1637,2006-11-01,series-a,ATA Ventures,RipCode,software,software,IGV,saas,0.7
1210,c:1637,f:648,c:1637,2006-11-01,series-a,Covera Ventures,RipCode,software,software,IGV,saas,0.7
1210,c:1637,f:649,c:1637,2006-11-01,series-a,El Dorado Ventures,RipCode,software,software,IGV,saas,0.7
1211,c:1637,f:333,c:1637,2007-08-01,series-b,ATA Ventures,RipCode,software,software,IGV,saas,0.7
1211,c:1637,f:648,c:1637,2007-08-01,series-b,Covera Ventures,RipCode,software,software,IGV,saas,0.7
1211,c:1637,f:649,c:1637,2007-08-01,series-b,El Dorado Ventures,RipCode,software,software,IGV,saas,0.7
