source,target,company,weight,round_gap_years,source_round,target_round
TDF Fund (Telecommunications Development Fund),Grotech Ventures,Booker,0.6386108816893326,1.495,series-a,series-b
TDF Fund (Telecommunications Development Fund),Revolution LLC,Booker,0.6386108816893326,1.495,series-a,series-b
TDF Fund (Telecommunications Development Fund),TDF Ventures,Booker,0.6386108816893326,1.495,series-a,series-b
TDF Fund (Telecommunications Development Fund),Vital Financial,Booker,0.6386108816893326,1.495,series-a,series-b
Lightspeed Venture Partners,Scale Venture Partners,Boundary,0.8224376981009932,0.652,series-a,series-b
Spark Capital,General Catalyst Partners,Boxee,0.8030792736525972,0.731,series-a,series-b
Spark Capital,Union Square Ventures,Boxee,0.8030792736525972,0.731,series-a,series-b
Union Square Ventures,General Catalyst Partners,Boxee,0.8030792736525972,0.731,series-a,series-b
Union Square Ventures,Spark Capital,Boxee,0.8030792736525972,0.731,series-a,series-b
Globis Capital Partners,Networld,Bplats,0.6481224952069248,1.446,series-a,series-b
Infinity Venture Fund,Networld,Bplats,0.6481224952069248,1.446,series-a,series-b
Nippon Venture Capital,Networld,Bplats,0.6481224952069248,1.446,series-a,series-b
Accel Partners,Greycroft Partners,Braintree,0.6932778409022283,1.221,series-a,series-b
Accel Partners,New Enterprise Associates,Braintree,0.6932778409022283,1.221,series-a,series-b
Accel Partners,RRE Ventures,Braintree,0.6932778409022283,1.221,series-a,series-b
New Enterprise Associates,Accel Partners,Braintree,0.6932778409022283,1.221,series-a,series-b
New Enterprise Associates,Greycroft Partners,Braintree,0.6932778409022283,1.221,series-a,series-b
New Enterprise Associates,RRE Ventures,Braintree,0.6932778409022283,1.221,series-a,series-b
QED Investors,Accel Partners,Braintree,0.6932778409022283,1.221,series-a,series-b
QED Investors,Greycroft Partners,Braintree,0.6932778409022283,1.221,series-a,series-b
QED Investors,New Enterprise Associates,Braintree,0.6932778409022283,1.221,series-a,series-b
QED Investors,RRE Ventures,Braintree,0.6932778409022283,1.221,series-a,series-b
Vertex Venture Capital,China Broadband Capital,Breadtrip,0.7978196656712608,0.753,series-a,series-b
Aviv Venture Capital,Rimage,BriefCam,0.5877716024309532,1.771,series-a,series-b
Accel Partners,AOL,Brightcove,0.8177226710140638,0.671,series-a,series-b
Accel Partners,GE Commercial Finance,Brightcove,0.8177226710140638,0.671,series-a,series-b
Accel Partners,Hearst Ventures,Brightcove,0.8177226710140638,0.671,series-a,series-b
Accel Partners,IAC,Brightcove,0.8177226710140638,0.671,series-a,series-b
General Catalyst Partners,AOL,Brightcove,0.8177226710140638,0.671,series-a,series-b
General Catalyst Partners,GE Commercial Finance,Brightcove,0.8177226710140638,0.671,series-a,series-b
General Catalyst Partners,Hearst Ventures,Brightcove,0.8177226710140638,0.671,series-a,series-b
General Catalyst Partners,IAC,Brightcove,0.8177226710140638,0.671,series-a,series-b
Adobe Ventures,Granite Ventures,Bunchball,0.6313095714456688,1.533,series-a,series-b
Granite Ventures,Adobe Ventures,Bunchball,0.6313095714456688,1.533,series-a,series-b
EPIC Ventures,North Bridge Venture Partners,Bungee Labs,0.693847502202073,1.218,series-a,series-b
EPIC Ventures,Venrock,Bungee Labs,0.693847502202073,1.218,series-a,series-b
North Bridge Venture Partners,EPIC Ventures,Bungee Labs,0.693847502202073,1.218,series-a,series-b
North Bridge Venture Partners,Venrock,Bungee Labs,0.693847502202073,1.218,series-a,series-b
Venrock,EPIC Ventures,Bungee Labs,0.693847502202073,1.218,series-a,series-b
Venrock,North Bridge Venture Partners,Bungee Labs,0.693847502202073,1.218,series-a,series-b
Commonwealth Capital Ventures,Castile Ventures,ByAllAccounts,0.46053826010013876,2.585,series-a,series-b
Union Square Ventures,Mithril Capital Management,C2FO,0.7682385125747919,0.879,series-a,series-b
Union Square Ventures,OPENAIR Equity Partners,C2FO,0.7682385125747919,0.879,series-a,series-b
Union Square Ventures,Summerhill Venture Partners,C2FO,0.7682385125747919,0.879,series-a,series-b
Rincon Venture Partners,Tech Coast Angels,CADFORCE,0.7893461708694283,0.789,series-a,series-b
Rincon Venture Partners,VCE Capital Partners,CADFORCE,0.7893461708694283,0.789,series-a,series-b
Tech Coast Angels,Rincon Venture Partners,CADFORCE,0.7893461708694283,0.789,series-a,series-b
Tech Coast Angels,VCE Capital Partners,CADFORCE,0.7893461708694283,0.789,series-a,series-b
Hummer Winblad Venture Partners,JK&B Capital,CITTIO,0.7247190238422202,1.073,series-a,series-b
Clean Pacific Ventures,@Ventures,CarbonFlow,0.5069916320865201,2.264,series-a,series-b
Clean Pacific Ventures,OVP Venture Partners,CarbonFlow,0.5069916320865201,2.264,series-a,series-b
OVP Venture Partners,@Ventures,CarbonFlow,0.5069916320865201,2.264,series-a,series-b
OVP Venture Partners,Clean Pacific Ventures,CarbonFlow,0.5069916320865201,2.264,series-a,series-b
Intel Capital,Adams Street Partners,CareCloud,0.595546889242699,1.728,series-a,series-b
Intel Capital,Norwest Venture Partners,CareCloud,0.595546889242699,1.728,series-a,series-b
Intel Capital,Tenaya Capital,CareCloud,0.595546889242699,1.728,series-a,series-b
Norwest Venture Partners,Adams Street Partners,CareCloud,0.595546889242699,1.728,series-a,series-b
Norwest Venture Partners,Intel Capital,CareCloud,0.595546889242699,1.728,series-a,series-b
Norwest Venture Partners,Tenaya Capital,CareCloud,0.595546889242699,1.728,series-a,series-b
HealthTech Capital,Samsung Ventures,CareinSync,0.7041818223183145,1.169,series-a,series-b
In-Q-Tel,Golden Seeds,Carnegie Speech,0.46129541284399667,2.579,series-a,series-b
In-Q-Tel,New York Angels,Carnegie Speech,0.46129541284399667,2.579,series-a,series-b
In-Q-Tel,Osage Venture Partners,Carnegie Speech,0.46129541284399667,2.579,series-a,series-b
FCA Venture Partners,Clayton Associates,Catavolt,0.7739385249502994,0.854,series-a,series-b
Ignition Partners,Intel Capital,Centeris Corporation,0.8884515579756885,0.394,series-a,series-b
Ignition Partners,Trinity Ventures,Centeris Corporation,0.8884515579756885,0.394,series-a,series-b
AdmitOne Security,Benaroya Capital,Cequint,0.6961308321142426,1.207,series-a,series-b
AdmitOne Security,iSherpa Capital,Cequint,0.6961308321142426,1.207,series-a,series-b
Alco Investment,Benaroya Capital,Cequint,0.6961308321142426,1.207,series-a,series-b
Alco Investment,iSherpa Capital,Cequint,0.6961308321142426,1.207,series-a,series-b
Benaroya Capital,iSherpa Capital,Cequint,0.6961308321142426,1.207,series-a,series-b
Bill Bryant,Battery Ventures,Chef,0.7064991606576506,1.158,series-a,series-b
Bill Bryant,Draper Fisher Jurvetson (DFJ),Chef,0.7064991606576506,1.158,series-a,series-b
Draper Fisher Jurvetson (DFJ),Battery Ventures,Chef,0.7064991606576506,1.158,series-a,series-b
Shenzhen Capital Group,Shenzhen Fortune Venture Capital,ChinaNetCenter,0.5786701879571878,1.823,series-a,series-b
Amazon,Bessemer Venture Partners,Cirtas Systems,0.9009440553889632,0.348,series-a,series-b
Amazon,Lightspeed Venture Partners,Cirtas Systems,0.9009440553889632,0.348,series-a,series-b
Amazon,New Enterprise Associates,Cirtas Systems,0.9009440553889632,0.348,series-a,series-b
Amazon,Shasta Ventures,Cirtas Systems,0.9009440553889632,0.348,series-a,series-b
Lightspeed Venture Partners,Bessemer Venture Partners,Cirtas Systems,0.9009440553889632,0.348,series-a,series-b
Lightspeed Venture Partners,New Enterprise Associates,Cirtas Systems,0.9009440553889632,0.348,series-a,series-b
Lightspeed Venture Partners,Shasta Ventures,Cirtas Systems,0.9009440553889632,0.348,series-a,series-b
New Enterprise Associates,Bessemer Venture Partners,Cirtas Systems,0.9009440553889632,0.348,series-a,series-b
New Enterprise Associates,Lightspeed Venture Partners,Cirtas Systems,0.9009440553889632,0.348,series-a,series-b
New Enterprise Associates,Shasta Ventures,Cirtas Systems,0.9009440553889632,0.348,series-a,series-b
Claremont Creek Ventures,Clean Pacific Ventures,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
Claremont Creek Ventures,Google Ventures,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
Claremont Creek Ventures,Kleiner Perkins Caufield & Byers,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
Claremont Creek Ventures,Sand Hill Angels,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
Clean Pacific Ventures,Claremont Creek Ventures,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
Clean Pacific Ventures,Google Ventures,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
Clean Pacific Ventures,Kleiner Perkins Caufield & Byers,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
Clean Pacific Ventures,Sand Hill Angels,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
Sand Hill Angels,Claremont Creek Ventures,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
Sand Hill Angels,Clean Pacific Ventures,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
Sand Hill Angels,Google Ventures,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
Sand Hill Angels,Kleiner Perkins Caufield & Byers,Clean Power Finance,0.6089016231708061,1.654,series-a,series-b
FLOODGATE,Bessemer Venture Partners,ClearSlide,0.7588316286408224,0.92,series-a,series-b
FLOODGATE,Felicis Ventures,ClearSlide,0.7588316286408224,0.92,series-a,series-b
FLOODGATE,Greylock Partners,ClearSlide,0.7588316286408224,0.92,series-a,series-b
Felicis Ventures,Bessemer Venture Partners,ClearSlide,0.7588316286408224,0.92,series-a,series-b
Felicis Ventures,Greylock Partners,ClearSlide,0.7588316286408224,0.92,series-a,series-b
