eval_date,investor,tps,in_top_tier,audit_hash
2006-03-31,Johnson & Johnson Development Corporation,1.2409535354824253,True,b704c3ee8ee7e578
2006-03-31,Mark Pincus,1.10609885480487,False,b704c3ee8ee7e578
2006-03-31,Reid Hoffman,1.10609885480487,False,b704c3ee8ee7e578
2006-03-31,Amicus Capital,1.0834545681984338,True,b704c3ee8ee7e578
2006-03-31,Ignition Partners,1.082433142517589,False,b704c3ee8ee7e578
2006-03-31,HealthCap,1.0590277191988462,True,b704c3ee8ee7e578
2006-03-31,L Capital Partners,1.0590277191988462,True,b704c3ee8ee7e578
2006-03-31,Oak Investment Partners,1.0590277191988462,True,b704c3ee8ee7e578
2006-03-31,Sevin Rosen Funds,0.9888529361960314,False,b704c3ee8ee7e578
2006-03-31,EPIC Ventures,0.984557108147126,True,b704c3ee8ee7e578
2006-03-31,SV Angel,0.9594463322128945,True,b704c3ee8ee7e578
2006-03-31,WI Harper Group,0.9341489110849232,True,b704c3ee8ee7e578
2006-03-31,TVM Capital,0.9176891512936929,True,b704c3ee8ee7e578
2006-03-31,Cronus Ventures,0.8561048749876599,False,b704c3ee8ee7e578
2006-03-31,Flagship Ventures,0.8549131107235904,True,b704c3ee8ee7e578
2006-03-31,First Ventures,0.8449685687625191,False,b704c3ee8ee7e578
2006-03-31,Newbury Ventures,0.8449685687625191,False,b704c3ee8ee7e578
2006-03-31,Core Capital Partners,0.8420324391236882,False,b704c3ee8ee7e578
2006-03-31,Adams Street Partners,0.8334486827873385,False,b704c3ee8ee7e578
2006-03-31,Omidyar Network,0.8020057035603719,False,b704c3ee8ee7e578
2006-03-31,3TS Capital Partners,0.8010343652838194,False,b704c3ee8ee7e578
2006-03-31,Alloy Ventures,0.7889465438098577,False,b704c3ee8ee7e578
2006-03-31,General Catalyst Partners,0.7762263866614209,True,b704c3ee8ee7e578
2006-03-31,vSpring Capital,0.7606715321893982,True,b704c3ee8ee7e578
2006-03-31,Fidelity Ventures,0.7487728980820683,True,b704c3ee8ee7e578
2006-03-31,Tel-Ad Electronics,0.737780911274369,False,b704c3ee8ee7e578
2006-03-31,Charles River Ventures,0.7105457811501513,False,b704c3ee8ee7e578
2006-03-31,First Round Capital,0.7086859220787388,True,b704c3ee8ee7e578
2006-03-31,Contour Venture Partners,0.6899072119535817,False,b704c3ee8ee7e578
2006-03-31,Village Ventures,0.6899072119535816,False,b704c3ee8ee7e578
2006-03-31,Draper Richards,0.6846965537130054,True,b704c3ee8ee7e578
2006-03-31,Clal Industries and Investments (CII),0.6690013079216148,False,b704c3ee8ee7e578
2006-03-31,Portview Communications Partners,0.6690013079216148,False,b704c3ee8ee7e578
2006-03-31,Integral Capital Partners,0.6467408269015577,True,b704c3ee8ee7e578
2006-03-31,New Atlantic Ventures,0.632131593308481,True,b704c3ee8ee7e578
2006-03-31,Hudson Ventures,0.6283819190248491,False,b704c3ee8ee7e578
2006-03-31,Kleiner Perkins Caufield & Byers,0.6144592321250023,True,b704c3ee8ee7e578
2006-03-31,Polaris Partners,0.6064325584589679,True,b704c3ee8ee7e578
2006-03-31,Selby Venture Partners,0.5993394769521808,True,b704c3ee8ee7e578
2006-03-31,Bill Gurley,0.5885159574971961,False,b704c3ee8ee7e578
2006-03-31,David Sze,0.5885159574971961,False,b704c3ee8ee7e578
2006-03-31,Roger Evans,0.5885159574971961,False,b704c3ee8ee7e578
2006-03-31,Vertex Venture Capital,0.5808594997287375,True,b704c3ee8ee7e578
2006-03-31,RRE Ventures,0.5727527124104137,True,b704c3ee8ee7e578
2006-03-31,Bessemer Venture Partners,0.5688172351766947,True,b704c3ee8ee7e578
2006-03-31,Sigma Partners,0.5594201655787363,True,b704c3ee8ee7e578
2006-03-31,Accel Partners,0.5531318126596332,True,b704c3ee8ee7e578
2006-03-31,Jerusalem Venture Partners,0.5494274984125731,False,b704c3ee8ee7e578
2006-03-31,InterSouth Partners,0.5267084177666599,True,b704c3ee8ee7e578
2006-03-31,Madrona Venture Group,0.5128364295017062,True,b704c3ee8ee7e578
2006-03-31,Dawntreader Ventures,0.5073569137497039,True,b704c3ee8ee7e578
2006-03-31,EDF Ventures,0.5073569137497039,True,b704c3ee8ee7e578
2006-03-31,Josh Kopelman,0.5017095291586158,False,b704c3ee8ee7e578
2006-03-31,Intel Capital,0.4859020626810119,True,b704c3ee8ee7e578
2006-03-31,DCM,0.4818557213963392,False,b704c3ee8ee7e578
2006-03-31,SmartForest Ventures,0.4818557213963392,False,b704c3ee8ee7e578
2006-03-31,Shasta Ventures,0.4816048377783707,True,b704c3ee8ee7e578
2006-03-31,Cisco,0.4786881370616217,False,b704c3ee8ee7e578
2006-03-31,Index Ventures,0.4786881370616217,False,b704c3ee8ee7e578
2006-03-31,Boston Millennia Partners,0.4769253418395494,False,b704c3ee8ee7e578
2006-03-31,Worldview Technology Partners,0.4731078024403871,True,b704c3ee8ee7e578
2006-03-31,Highland Capital Partners,0.4646677718360065,True,b704c3ee8ee7e578
2006-03-31,Prism Venture Management,0.4499573193889597,True,b704c3ee8ee7e578
2006-03-31,BlueStream Ventures,0.44277455233289825,False,b704c3ee8ee7e578
2006-03-31,Draper Fisher Jurvetson (DFJ),0.43125800314342727,True,b704c3ee8ee7e578
2006-03-31,Montlake Capital,0.425343804699738,False,b704c3ee8ee7e578
2006-03-31,New Enterprise Associates,0.41404429774981133,True,b704c3ee8ee7e578
2006-03-31,Venrock,0.41147541654851577,True,b704c3ee8ee7e578
2006-03-31,Convergence Partners,0.405221205228181,False,b704c3ee8ee7e578
2006-03-31,San Francisco Equity Partners,0.405221205228181,False,b704c3ee8ee7e578
2006-03-31,Benchmark,0.4022953026519593,True,b704c3ee8ee7e578
2006-03-31,Timothy Draper,0.38625691515811655,False,b704c3ee8ee7e578
2006-03-31,Zone Ventures,0.38625691515811655,False,b704c3ee8ee7e578
2006-03-31,Garage Technology Ventures,0.38445900098316416,False,b704c3ee8ee7e578
2006-03-31,Star Ventures,0.3610740855507773,False,b704c3ee8ee7e578
2006-03-31,Valhalla Partners,0.35527289057507566,False,b704c3ee8ee7e578
2006-03-31,Borealis Ventures,0.3520955608390295,False,b704c3ee8ee7e578
2006-03-31,Needham Capital Partners,0.3520955608390295,False,b704c3ee8ee7e578
2006-03-31,Medtronic Sofamor Danek,0.342096151234789,False,b704c3ee8ee7e578
2006-03-31,Ohio Biotech Group,0.342096151234789,False,b704c3ee8ee7e578
2006-03-31,TD Capital,0.33843591805874507,False,b704c3ee8ee7e578
2006-03-31,PolyTechnos Venture Partners,0.337911492845866,False,b704c3ee8ee7e578
2006-03-31,Quantum Technology Partners,0.337911492845866,False,b704c3ee8ee7e578
2006-03-31,Vulcan Capital,0.337911492845866,False,b704c3ee8ee7e578
2006-03-31,Sequoia Capital,0.324893724378859,False,b704c3ee8ee7e578
2006-03-31,Rustic Canyon Partners,0.3198058878345881,False,b704c3ee8ee7e578
2006-03-31,Enterprise Partners,0.31898012441593,False,b704c3ee8ee7e578
2006-03-31,Amgen,0.31241609055779596,False,b704c3ee8ee7e578
2006-03-31,MPM Capital,0.31241609055779596,False,b704c3ee8ee7e578
2006-03-31,CommonAngels,0.30953968821240063,False,b704c3ee8ee7e578
2006-03-31,Rock Maple Ventures,0.30953968821240063,False,b704c3ee8ee7e578
2006-03-31,August Capital,0.30173946816425296,False,b704c3ee8ee7e578
2006-03-31,Atlas Venture,0.2980880642660335,True,b704c3ee8ee7e578
2006-03-31,Genesis Partners,0.29569973814823014,True,b704c3ee8ee7e578
2006-03-31,North Bridge Venture Partners,0.2912709029159978,True,b704c3ee8ee7e578
2006-03-31,Smac Partners,0.28706228056998906,False,b704c3ee8ee7e578
2006-03-31,Fluke Venture Partners,0.2821670969890026,True,b704c3ee8ee7e578
2006-03-31,Greylock Partners,0.25802059451982845,True,b704c3ee8ee7e578
2006-03-31,Mission Ventures,0.25256654365722303,True,b704c3ee8ee7e578
2006-03-31,Kodiak Venture Partners,0.23837560621292866,False,b704c3ee8ee7e578
2006-03-31,Weber Capital,0.2297633311621191,True,b704c3ee8ee7e578
2006-03-31,Matrix Partners,0.22138727616644913,False,b704c3ee8ee7e578
2006-03-31,Asset Management Company,0.22099774272025086,True,b704c3ee8ee7e578
2006-03-31,Crosspoint Venture Partners,0.2202643485357179,False,b704c3ee8ee7e578
2006-03-31,Outfitter Ventures,0.2202643485357179,False,b704c3ee8ee7e578
2006-03-31,Walden Israel Venture Capital,0.2195942430600139,True,b704c3ee8ee7e578
2006-03-31,Menlo Ventures,0.21339186126638243,False,b704c3ee8ee7e578
2006-03-31,Cardinal Venture Capital,0.20724478560074466,True,b704c3ee8ee7e578
2006-03-31,Ascend Venture Group,0.190506637764123,False,b704c3ee8ee7e578
2006-03-31,Globespan Capital Partners,0.190506637764123,False,b704c3ee8ee7e578
2006-03-31,Balderton Capital,0.1863448454235448,False,b704c3ee8ee7e578
2006-03-31,Kevin Hartz,0.18594995296301364,False,b704c3ee8ee7e578
2006-03-31,Peter Thiel,0.18594995296301364,False,b704c3ee8ee7e578
2006-03-31,Scott Banister,0.18594995296301364,False,b704c3ee8ee7e578
2006-03-31,Blacksmith Capital,0.18091522736189736,False,b704c3ee8ee7e578
2006-03-31,US Venture Partners,0.17572103596264205,False,b704c3ee8ee7e578
2006-03-31,Abingworth,0.1740855327245876,False,b704c3ee8ee7e578
2006-03-31,Harris & Harris Group,0.16749703039282085,False,b704c3ee8ee7e578
2006-03-31,RTI International,0.16749703039282085,False,b704c3ee8ee7e578
2006-03-31,The Aurora Funds,0.16749703039282085,True,b704c3ee8ee7e578
2006-03-31,Siemens Venture Capital,0.1637262783073546,True,b704c3ee8ee7e578
2006-03-31,Ali Partovi,0.16283491166906464,False,b704c3ee8ee7e578
2006-03-31,Hadi Partovi,0.16283491166906464,False,b704c3ee8ee7e578
2006-03-31,Canaan Partners,0.15850265747045555,True,b704c3ee8ee7e578
2006-03-31,Accede Capital,0.15818258454463124,False,b704c3ee8ee7e578
2006-03-31,Deutsche Bank,0.15818258454463124,False,b704c3ee8ee7e578
2006-03-31,Starfish Ventures,0.15818258454463124,False,b704c3ee8ee7e578
2006-03-31,UPS Strategic Enterprise Fund,0.15818258454463124,False,b704c3ee8ee7e578
2006-03-31,Acartha Group,0.15779249130799033,False,b704c3ee8ee7e578
2006-03-31,Outlook Ventures,0.15779249130799033,False,b704c3ee8ee7e578
2006-03-31,Altos Ventures,0.15676266456759333,False,b704c3ee8ee7e578
2006-03-31,Columbia Capital,0.15426479797658452,False,b704c3ee8ee7e578
2006-03-31,Norwest Venture Partners,0.15183683497817602,False,b704c3ee8ee7e578
2006-03-31,Canopy Ventures,0.15055734202695728,False,b704c3ee8ee7e578
2006-03-31,Wilson Sonsini Goodrich & Rosati,0.15055734202695728,False,b704c3ee8ee7e578
2006-03-31,OVP Venture Partners,0.14632931445486003,True,b704c3ee8ee7e578
2006-03-31,Chess Ventures,0.14124616197047862,False,b704c3ee8ee7e578
2006-03-31,Hummer Winblad Venture Partners,0.1372364838938103,False,b704c3ee8ee7e578
2006-03-31,Lupus Ventures,0.13669670147688745,False,b704c3ee8ee7e578
2006-03-31,PPM Oost,0.13669670147688745,False,b704c3ee8ee7e578
2006-03-31,Technofund Flevoland,0.13669670147688745,False,b704c3ee8ee7e578
2006-03-31,Wageningen Business Generator,0.13669670147688745,False,b704c3ee8ee7e578
2006-03-31,Pequot Capital,0.13405632531185593,False,b704c3ee8ee7e578
2006-03-31,Authosis Ventures,0.13218493281469557,False,b704c3ee8ee7e578
2006-03-31,Constantin Partners,0.13218493281469557,False,b704c3ee8ee7e578
2006-03-31,John Dean,0.13218493281469557,False,b704c3ee8ee7e578
2006-03-31,Lightspeed Venture Partners,0.13170217972266396,False,b704c3ee8ee7e578
2006-03-31,Origin Ventures,0.13170217972266396,False,b704c3ee8ee7e578
2006-03-31,Silverton Partners,0.13170217972266396,False,b704c3ee8ee7e578
2006-03-31,Vista Ventures,0.12744422072051992,False,b704c3ee8ee7e578
2006-03-31,Aviv Raiz,0.12338155512217536,False,b704c3ee8ee7e578
2006-03-31,Yuval Rakavy,0.12338155512217536,False,b704c3ee8ee7e578
2006-03-31,BlueRun Ventures,0.11905287423514928,True,b704c3ee8ee7e578
2006-03-31,Business Development Bank of Canada,0.11059952275389714,False,b704c3ee8ee7e578
2006-03-31,MDS Capital,0.11059952275389714,False,b704c3ee8ee7e578
